LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,LicenseSubStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty
021555000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #10710,,20485 EUCLID AVENUE,EUCLID,OH,44117,Cuyahoga
021844100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #10784,,144 E. MAIN STREET,RAVENNA,OH,44266,Portage
021689500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #10810,,764 HEBRON ROAD,HEATH,OH,430561354,Licking
021770050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #10868,,1013 N. MAIN STREET,BOWLING GREEN,OH,43402,Wood
021680900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #10915,,101 E. SANDUSKY AVENUE,BELLEFONTAINE,OH,433112016,Logan
021722550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #10956,,4 E. LEAGUE STREET,NORWALK,OH,44857-1308,Huron
021761200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11143,,3009 W. MARKET STREET,FAIRLAWN,OH,443333610,Summit
021929850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11145,,9669 SAWMILL PARKWAY,POWELL,OH,43065,Delaware
021751600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11158,,1090 NORTHVIEW DRIVE,HILLSBORO,OH,45133,Highland
020789400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11269,,8210 WINTON ROAD,CINCINNATI,OH,452315903,Hamilton
021787550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11293,,300 GREENE STREET,MARIETTA,OH,45750,Washington
021988600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11294,,1070 WESTERN AVENUE,CHILLICOTHE,OH,45601-1174,Ross
021913300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11510,,2269 N. FAIRFIELD ROAD,BEAVERCREEK,OH,45431-2526,Greene
021701550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11511,,1001 W. STATE STREET,TRENTON,OH,45067,Butler
021886600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11558,,5644 MAYFIELD ROAD,LYNDHURST,OH,44124,Cuyahoga
020112900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11630,,6918 HAMILTON AVE,CINCINNATI,OH,45231,Hamilton
021804700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11694,,190 CHESTNUT STREET,COSHOCTON,OH,43812,Coshocton
021781850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11730,,600 S. MECCA STREET,CORTLAND,OH,44410,Trumbull
021913800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11748,,361 EAST WATERLOO ROAD,AKRON,OH,44319,Summit
021902950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11810,,"6701 FRANK AVENUE, N.W.",NORTH CANTON,OH,44720-7268,Stark
021744550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11846,,1213 N. BARRON STREET,EATON,OH,453201013,Preble
021793250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #11966,,180 COLEMANS XING,MARYSVILLE,OH,43040,Union
021998300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12008,,1101 HILL ROAD NORTH,PICKERINGTON,OH,43147-8887,Fairfield
021917500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12014,,19980 W. 130TH STREET,STRONGSVILLE,OH,44136,Cuyahoga
021948900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12083,,1444 W. 5TH AVE,COLUMBUS,OH,43212,Franklin
021920500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12159,,1900 W. STATE STREET,FREMONT,OH,43420,Sandusky
021976500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12372,,1240 COLUMBUS AVENUE,WASHINGTON C.H.,OH,43160,Fayette
020790400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12444,,3415 CLARK AVE.,CLEVELAND,OH,44109,Cuyahoga
021917600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12445,,24590 LORAIN ROAD,NORTH OLMSTED,OH,44070,Cuyahoga
021913150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12476,,521 EAST MAIN STREET,JACKSON,OH,45640,Jackson
022069150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12634,,1415 ROCKSIDE ROAD,PARMA,OH,44134,Cuyahoga
021960750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12703,,537 W. MAIN STREET,XENIA,OH,45385,Greene
020106100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12830,,3 W. CORRY STREET,CINCINNATI,OH,45219,Hamilton
020592250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12831,,7135 BEECHMONT AVE.,CINCINNATI,OH,45230,Hamilton
021984500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #12832,,775 W. WENGER ROAD,ENGLEWOOD,OH,45322,Montgomery
021988550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #13007,,1040 POLARIS PARKWAY,COLUMBUS,OH,43240,Delaware
020887950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #13058,,35279 VINE STREET,WILLOWICK,OH,44095,Lake
022103550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #13635,,6330 CINCINNATI DAYTON ROAD,LIBERTY TOWNSHIP,OH,45044-8797,Butler
021980350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #13680,,"1040 DELAWARE AVE., STE A",MARION,OH,43302,Marion
022456000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #15467,,110 LINCOLN WAY WEST,MASSILLON,OH,44647,Stark
022474400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #16294,,5 LIMITED PARKWAY EAST,REYNOLDSBURG,OH,43068,Franklin
022854300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #17284,,432 32nd St,Bellaire,OH,43906-1574,Belmont
022854200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,Walgreens #17826,,901 E. MAIN STREET,BARNESVILLE,OH,43713,Belmont
020790450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,Walgreens #21252,,16100 Lake Shore Blvd,Cleveland,OH,44110-1001,Cuyahoga
020580400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #2875,,1982 EIGHT MILE RD,CINCINNATI,OH,45255,Hamilton
021074700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS #4731,,6901 MIAMI AVENUE,MADEIRA,OH,45243,Hamilton
020799300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,,WALGREENS 03278,,834 W. MARKET STREET,AKRON,OH,44303,Summit
