LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,BusinessName,DoingBusinessAs,LocationStreetAddress,LocationCity,LocationState,LocationZip,LocationCounty,Geo,Full Address,ZCTA5,GEOID,votes_dem,votes_rep,pct_dem_lead
20450150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #4800,,590 E. MARKET STREET,AKRON,OH,44304,Summit,"(41.0772203, -81.49876809999999)","590 E. MARKET STREET, AKRON, OH 44304",44304,39153-AKRON 05-N,159,71,37.6
20574700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #4802,,600 W. MAPLE STREET,HARTVILLE,OH,44632,Stark,"(40.966207, -81.3403646)","600 W. MAPLE STREET, HARTVILLE, OH 44632",44632,39151-LAKE B,268,583,-36.6
20722000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #4803,,8000 EUCLID AVENUE,CLEVELAND,OH,44103,Cuyahoga,"(41.5032518, -81.63296799999999)","8000 EUCLID AVENUE, CLEVELAND, OH 44103",44103,39035-CLEVELAND 06-G,453,30,86.9
20649050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #4804,,16801 CHILLICOTHE ROAD,CHAGRIN FALLS,OH,44023,Geauga,"(41.4121343, -81.33749209999999)","16801 CHILLICOTHE ROAD, CHAGRIN FALLS, OH 44023",44023,39055-BAINBRIDGE TWP C,396,414,-2.2
20750300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #4805,,297 SOUTH MAIN STREET,OBERLIN,OH,44074,Lorain,"(41.2837051, -82.2163036)","297 SOUTH MAIN STREET, OBERLIN, OH 44074",44074,39093-OBERLIN CITY 5,532,136,58.2
20868250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #4807,,9940 STATE ROUTE 43,STREETSBORO,OH,44241,Portage,"(41.261692, -81.3445096)","9940 STATE ROUTE 43, STREETSBORO, OH 44241",44241,39133-STREETSBORO 3-A,179,230,-12.1
20669200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #4810,,1208 MAPLE AVE,ZANESVILLE,OH,43701,Muskingum,"(39.9535906, -82.009973)","1208 MAPLE AVE, ZANESVILLE, OH 43701",43701,39119-ZANESVILLE 4-B,333,399,-8.8
20695850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #4811,,27120 BAGLEY ROAD,OLMSTED TOWNSHIP,OH,44138,Cuyahoga,"(41.3730985, -81.9450446)","27120 BAGLEY ROAD, OLMSTED TOWNSHIP, OH 44138",44138,39035-OLMSTED TWP F,379,517,-15.2
22215400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5060,,3424 S. HIGH STREET,COLUMBUS,OH,43207,Franklin,"(39.8923449, -82.9957526)","3424 S. HIGH STREET, COLUMBUS, OH 43207",43207,39049-COLUMBUS 49-D,259,471,-28.5
21018700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5366,,10825 KINSMAN ROAD,CLEVELAND,OH,44104,Cuyahoga,"(41.4696769, -81.6080953)","10825 KINSMAN ROAD, CLEVELAND, OH 44104",44104,39035-CLEVELAND 04-U,484,14,93.3
21301900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5425,,8910 EAST BROAD STREET,PATASKALA,OH,43062,Licking,"(40.00499629999999, -82.65938589999999)","8910 EAST BROAD STREET, PATASKALA, OH 43062",43062,39089-PATASKALA 3-B,577,905,-21.9
21302150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5426,,9197 READING ROAD,CINCINNATI,OH,45215,Hamilton,"(39.2273487, -84.4392367)","9197 READING ROAD, CINCINNATI, OH 45215",45215,39061-READING 2-B,145,246,-25.3
21302100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5429,,521 EAST STATE STREET,GEORGETOWN,OH,45121,Brown,"(38.8642778, -83.8971361)","521 EAST STATE STREET, GEORGETOWN, OH 45121",45121,39015-GEORGETOWN EAST,191,453,-40.1
21302050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5431,,592 WEST PLANE STREET,BETHEL,OH,45106,Clermont,"(38.9645941, -84.0878267)","592 WEST PLANE STREET, BETHEL, OH 45106",45106,39025-BETHEL VLG A,89,393,-61.5
21302200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5433,,3733 HAMILTON-CLEVES ROAD,HAMILTON,OH,45013,Butler,"(39.3250256, -84.6369169)","3733 HAMILTON-CLEVES ROAD, HAMILTON, OH 45013",45013,39017-ROSS TWP 6,114,463,-59.6
21301850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5434,,1950 HARD ROAD,COLUMBUS,OH,43235,Franklin,"(40.11778830000001, -83.0680563)","1950 HARD ROAD, COLUMBUS, OH 43235",43016,39049-COLUMBUS 65-A,406,232,26.7
21301950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5436,,2100 EAST DUBLIN-GRANVILLE ROAD,COLUMBUS,OH,43229,Franklin,"(40.0872839, -82.96084540000001)","2100 EAST DUBLIN-GRANVILLE ROAD, COLUMBUS, OH 43229",43229,39049-COLUMBUS 61-B,691,132,66.7
22014100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5457,,3488 SELDOM SEEN ROAD,POWELL,OH,43065,Delaware,"(40.1692152, -83.0891619)","3488 SELDOM SEEN ROAD, POWELL, OH 43065",43065,39041-POWELL G,260,311,-8.9
22014150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5458,,2565 LONDON GROVEPORT ROAD,GROVE CITY,OH,43123,Franklin,"(39.8383652, -83.07425239999999)","2565 LONDON GROVEPORT ROAD, GROVE CITY, OH 43123",43123,39049-GROVE CITY 2-E,309,417,-14.7
20777900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5654,,797 WEST COSHOCTON STREET,JOHNSTOWN,OH,43031,Licking,"(40.144565, -82.7059645)","797 WEST COSHOCTON STREET, JOHNSTOWN, OH 43031",43031,39089-JOHNSTOWN VLG B,214,510,-39.8
20720250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5666,,1101 BELLEFONTAINE STREET,WAPAKONETA,OH,45895,Auglaize,"(40.564805, -84.1792024)","1101 BELLEFONTAINE STREET, WAPAKONETA, OH 45895",45895,39011-WAPAKONETA 3B,88,361,-59.7
20777100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5717,,3506 GENDER ROAD,CANAL WINCHESTER,OH,43110,Franklin,"(39.9102298, -82.82348809999999)","3506 GENDER ROAD, CANAL WINCHESTER, OH 43110",43110,39049-COLUMBUS 45-G,401,135,48.7
20162300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5813,,463 TIFFIN AVENUE,FINDLAY,OH,45840,Hancock,"(41.0447412, -83.64190889999999)","463 TIFFIN AVENUE, FINDLAY, OH 45840",45840,39063-FINDLAY 4B,164,256,-21.1
20371650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5918,,933 BETHEL ROAD,COLUMBUS,OH,43214,Franklin,"(40.0627749, -83.0442346)","933 BETHEL ROAD, COLUMBUS, OH 43214",43214,39049-COLUMBUS 59-C,643,253,42.6
20414100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5941,,1890 NORTH RIDGE ROAD,PAINESVILLE,OH,44077,Lake,"(41.7488889, -81.2075699)","1890 NORTH RIDGE ROAD, PAINESVILLE, OH 44077",44077,39085-PAINESVILLE TWP B,317,527,-24.4
20370250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #5949,,775 Neil Ave,Columbus,OH,43215-1611,Franklin,"(39.9771557, -83.01141989999999)","775 Neil Ave, Columbus, OH 43215-1611",43215,39049-COLUMBUS 14-A,1039,289,55.6
22014200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6079,,921 LILA AVENUE,MILFORD,OH,45150,Clermont,"(39.1753407, -84.2799623)","921 LILA AVENUE, MILFORD, OH 45150",45150,39025-MILFORD CITY B,341,386,-6.1
22023350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6080,,590 NILLES ROAD,FAIRFIELD,OH,45014,Butler,"(39.3382868, -84.5606432)","590 NILLES ROAD, FAIRFIELD, OH 45014",45014,39017-FAIRFIELD CITY 4-02,321,511,-22.5
22018250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6093,,8372 VINE STREET,CINCINNATI,OH,45216,Hamilton,"(39.21505399999999, -84.4734005)","8372 VINE STREET, CINCINNATI, OH 45216",45216,39061-CINCINNATI 24-G,604,402,19.7
22013000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6094,,9546 MONTGOMERY ROAD,MONTGOMERY,OH,45242,Hamilton,"(39.2290087, -84.3532938)","9546 MONTGOMERY ROAD, MONTGOMERY, OH 45242",45242,39061-MONTGOMERY I,462,397,7.5
22013050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6095,,3086 MADISON ROAD,CINCINNATI,OH,45209,Hamilton,"(39.153269, -84.4314254)","3086 MADISON ROAD, CINCINNATI, OH 45209",45209,39061-CINCINNATI 02-J,821,380,36.1
20486100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6098,,120 E. MAIN ST.,WILMINGTON,OH,45177,Clinton,"(39.444597, -83.8266685)","120 E. MAIN ST., WILMINGTON, OH 45177",45177,39027-WILMINGTON 2-B,205,261,-11.8
22018200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6110,,3197 Linwood Ave,Cincinnati,OH,45208-2962,Hamilton,"(39.1287223, -84.4307275)","3197 Linwood Ave, Cincinnati, OH 45208-2962",45208,39061-CINCINNATI 05-I,813,471,26.2
22012550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6111,,5229 MONTGOMERY ROAD,NORWOOD,OH,45212,Hamilton,"(39.1707799, -84.4495395)","5229 MONTGOMERY ROAD, NORWOOD, OH 45212",45212,39061-NORWOOD 4-C,384,399,-1.9
22012600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6123,,7500 BEECHMONT AVENUE,CINCINNATI,OH,45255,Hamilton,"(39.0732875, -84.3506721)","7500 BEECHMONT AVENUE, CINCINNATI, OH 45255",45255,39061-ANDERSON FF,518,484,3.4
22012750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6131,,36 EAST SEVENTH STREET,CINCINNATI,OH,45202,Hamilton,"(39.1040044, -84.51262919999999)","36 EAST SEVENTH STREET, CINCINNATI, OH 45202",45202,39061-CINCINNATI 06-A,777,218,55
22012800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6133,,440 OXFORD STATE ROAD,MIDDLETOWN,OH,45044,Butler,"(39.4805227, -84.4206031)","440 OXFORD STATE ROAD, MIDDLETOWN, OH 45044",45044,39017-LEMON TWP 2,85,279,-52.6
22012850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6134,,1009 EAST MAIN STREET,GREENVILLE,OH,45331,Darke,"(40.1093183, -84.6220752)","1009 EAST MAIN STREET, GREENVILLE, OH 45331",45331,39037-GREENVILLE CITY 3-C,212,596,-46.9
22012400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6147,,1495 WEST 5TH AVENUE,COLUMBUS,OH,43212,Franklin,"(39.9881253, -83.046458)","1495 WEST 5TH AVENUE, COLUMBUS, OH 43212",43212,39049-COLUMBUS 33-A,375,83,62.5
22012450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6148,,190 SOUTH SANDUSKY STREET,DELAWARE,OH,43015,Delaware,"(40.2924349, -83.06902509999999)","190 SOUTH SANDUSKY STREET, DELAWARE, OH 43015",43015,39041-DELAWARE CITY 2-E,180,99,28.3
22018150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6150,,305 W. BRIDGE STREET,DUBLIN,OH,43017,Franklin,"(40.0978035, -83.1229292)","305 W. BRIDGE STREET, DUBLIN, OH 43017",43017,39049-DUBLIN 2-B,276,182,20.3
22015100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6151,,900 COSHOCTON AVENUE,MOUNT VERNON,OH,43050,Knox,"(40.3995574, -82.4562353)","900 COSHOCTON AVENUE, MOUNT VERNON, OH 43050",43050,39083-MOUNT VERNON 3-C,212,401,-30.4
22011700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6158,,1211 MORSE ROAD,COLUMBUS,OH,43229,Franklin,"(40.0605799, -82.9866075)","1211 MORSE ROAD, COLUMBUS, OH 43229",43224,39049-COLUMBUS 22-F,507,197,43.1
22011950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6164,,1725 WEST CENTRAL AVE,DELAWARE,OH,43015,Delaware,"(40.3083725, -83.1086815)","1725 WEST CENTRAL AVE, DELAWARE, OH 43015",43015,39041-DELAWARE CITY 2-A,455,596,-13.3
22011150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6169,,1411 LEXINGTON AVENUE,MANSFIELD,OH,44907,Richland,"(40.7202201, -82.5438976)","1411 LEXINGTON AVENUE, MANSFIELD, OH 44907",44907,39139-MANSFIELD 1-E,386,739,-31
22011200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6171,,137 MCMAHAN BOULEVARD,MARION,OH,43302,Marion,"(40.5818647, -83.0833127)","137 MCMAHAN BOULEVARD, MARION, OH 43302",43302,39101-MARION TWP A,181,311,-25.8
22011250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6172,,987 EAST COLUMBUS STREET,KENTON,OH,43326,Hardin,"(40.6532781, -83.5918587)","987 EAST COLUMBUS STREET, KENTON, OH 43326",43326,39065-KENTON 2,285,713,-42
22011300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6173,,106 MILAN AVENUE,NORWALK,OH,44857,Huron,"(41.2509231, -82.6112406)","106 MILAN AVENUE, NORWALK, OH 44857",44857,39077-NORWALK 1-C,203,334,-23.7
22011350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6175,,755 ASHLAND ROAD,MANSFIELD,OH,44905,Richland,"(40.7708597, -82.48605649999999)","755 ASHLAND ROAD, MANSFIELD, OH 44905",44905,39139-MADISON D,172,560,-52
22011400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6176,,1049 WEST FOURTH STREET,MANSFIELD,OH,44906,Richland,"(40.7654552, -82.55238500000002)","1049 WEST FOURTH STREET, MANSFIELD, OH 44906",44906,39139-MANSFIELD 4-B,258,253,1
22011450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6177,,201 WEST MAIN STREET,BELLEVUE,OH,44811,Sandusky,"(41.2735985, -82.8425637)","201 WEST MAIN STREET, BELLEVUE, OH 44811",44811,39143-BELLEVUE CITY 1-B,173,361,-34.4
22011500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6178,,143 EAST SANDUSKY AVENUE,BELLEFONTAINE,OH,43311,Logan,"(40.3630211, -83.7582237)","143 EAST SANDUSKY AVENUE, BELLEFONTAINE, OH 43311",43311,39091-BELLEFONTAINE 3-A,142,305,-35.4
22023500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6179,,324 FOURTH STREET,SIDNEY,OH,45365,Shelby,"(40.7616052, -82.5272677)","324 FOURTH STREET, SIDNEY, OH 45365",44903,39139-MANSFIELD 4-C,293,146,32.7
22011550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6180,,1020 NORTH MAIN STREET,CELINA,OH,45822,Mercer,"(40.5600088, -84.570594)","1020 NORTH MAIN STREET, CELINA, OH 45822",45822,39107-CELINA A,224,603,-45
22010650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6181,,341 WEST HIGH STREET,BRYAN,OH,43506,Williams,"(41.4742284, -84.5551208)","341 WEST HIGH STREET, BRYAN, OH 43506",43506,39171-BRYAN B - WD2,265,496,-29.5
22010700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6182 ONCE CVS DRIVE,,3499 CLIME ROAD,COLUMBUS,OH,43223,Franklin,"(39.9269466, -83.08985249999999)","3499 CLIME ROAD, COLUMBUS, OH 43223",43223,39049-COLUMBUS 58-B,514,445,7.1
22010750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6183,,2987 DERR ROAD,SPRINGFIELD,OH,45503,Clark,"(39.9656603, -83.7868747)","2987 DERR ROAD, SPRINGFIELD, OH 45503",45503,39023-SPRINGFIELD CITY 35,301,262,6.7
22010800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6184,,555 EAST STATE STREET,ATHENS,OH,45701,Athens,"(39.3369729, -82.0786272)","555 EAST STATE STREET, ATHENS, OH 45701",45701,39009-ATHENS 4-1,430,120,55.8
22010900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6186,,2565 EAST MAIN STREET,SPRINGFIELD,OH,45503,Clark,"(39.9227879, -83.770082)","2565 EAST MAIN STREET, SPRINGFIELD, OH 45503",45505,39023-SPRINGFIELD CITY 21,183,229,-11
22010950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6188,,111 SOUTH MEMORIAL DRIVE,LANCASTER,OH,43130,Fairfield,"(39.7131166, -82.60676769999999)","111 SOUTH MEMORIAL DRIVE, LANCASTER, OH 43130",43130,39045-LANCASTER CITY 5-A,190,255,-14.3
22011000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6189,,11 CENTENNIAL BOULEVARD,CHILLICOTHE,OH,45601,Ross,"(39.3324875, -83.016677)","11 CENTENNIAL BOULEVARD, CHILLICOTHE, OH 45601",45601,39141-SCIOTO SIX,257,421,-23.8
22011050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6190,,1021 NORTH BRIDGE STREET,CHILLICOTHE,OH,45601,Ross,"(39.3559591, -82.9754061)","1021 NORTH BRIDGE STREET, CHILLICOTHE, OH 45601",45601,39141-CHILLICOTHE 3-D,197,359,-28.9
22011100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6191,,214 LAFAYETTE STREET,LONDON,OH,43140,Madison,"(39.896287, -83.4382382)","214 LAFAYETTE STREET, LONDON, OH 43140",43140,39097-LONDON 2,449,745,-24.3
22010150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6192,,2120 STRINGTOWN ROAD,GROVE CITY,OH,43123,Franklin,"(39.8793504, -83.0603837)","2120 STRINGTOWN ROAD, GROVE CITY, OH 43123",43123,39049-GROVE CITY 2-F,329,422,-12.1
22010200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6193,,32 SOUTH COURT STREET,ATHENS,OH,45701,Athens,"(39.3281703, -82.10099029999999)","32 SOUTH COURT STREET, ATHENS, OH 45701",45701,39009-ATHENS 3-1,130,32,59.4
22010300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6195,,205 EAST MAIN STREET,CIRCLEVILLE,OH,43113,Pickaway,"(39.6004365, -82.9423833)","205 EAST MAIN STREET, CIRCLEVILLE, OH 43113",43113,39129-CIRCLEVILLE 2-A,192,411,-35.7
22010350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6198,,2020 EAKIN ROAD,COLUMBUS,OH,43223,Franklin,"(39.9325175, -83.04863929999999)","2020 EAKIN ROAD, COLUMBUS, OH 43223",43223,39049-FRANKLIN A,223,471,-35.2
22010400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6268,,2217 SUNSET BLVD.,STEUBENVILLE,OH,43952,Jefferson,"(40.369841, -80.64238139999999)","2217 SUNSET BLVD., STEUBENVILLE, OH 43952",43952,39081-STEUBENVILLE 5-1,275,361,-13.5
22010450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6270,,404 AETNA STREET,MARTINS FERRY,OH,43935,Belmont,"(40.085704, -80.7346939)","404 AETNA STREET, MARTINS FERRY, OH 43935",43935,39013-MARTINS FERRY 1-A,268,451,-25
22010500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6271,,68501 ADDIE WAY,ST. CLAIRSVILLE,OH,43950,Belmont,"(40.0803199, -80.90176)","68501 ADDIE WAY, ST. CLAIRSVILLE, OH 43950",43950,39013-ST CLAIRSVILLE 4-B,131,225,-25.8
22010550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6349,,1109 IRONTON HILLS DRIVE,IRONTON,OH,45638,Lawrence,"(38.5433673, -82.6749248)","1109 IRONTON HILLS DRIVE, IRONTON, OH 45638",45638,39087-UPPER 3,98,356,-56.3
20752650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6411,,3282 TREMONT ROAD,UPPER ARLINGTON,OH,43221,Franklin,"(40.0236977, -83.0574898)","3282 TREMONT ROAD, UPPER ARLINGTON, OH 43221",43221,39049-UPPER ARLINGTON 3-B,789,431,28.9
22010600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6946,,4548 EAST MAIN STREET,WHITEHALL,OH,43213,Franklin,"(39.9560178, -82.8773133)","4548 EAST MAIN STREET, WHITEHALL, OH 43213",43213,39049-WHITEHALL 3-C,388,167,39.3
22015150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6949,,4801 WEST BROAD STREET,COLUMBUS,OH,43228,Franklin,"(39.9516222, -83.1297651)","4801 WEST BROAD STREET, COLUMBUS, OH 43228",43228,39049-PRAIRIE I,288,324,-5.8
22015200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6950,,2680 NORTH HIGH STREET,COLUMBUS,OH,43202,Franklin,"(40.0170036, -83.01173150000001)","2680 NORTH HIGH STREET, COLUMBUS, OH 43202",43202,39049-COLUMBUS 18-F,681,78,77.6
22015250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6953,,6659 EAST MAIN STREET,REYNOLDSBURG,OH,43068,Franklin,"(39.9545451, -82.81972929999999)","6659 EAST MAIN STREET, REYNOLDSBURG, OH 43068",43068,39049-REYNOLDSBURG 4-D,319,272,7.7
22015300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6954,,820 SOUTH BREIEL BLVD,MIDDLETOWN,OH,45044,Butler,"(39.50150130000001, -84.35597100000001)","820 SOUTH BREIEL BLVD, MIDDLETOWN, OH 45044",45044,39017-MIDDLETOWN CITY 4-03,202,311,-21
22015350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #6996,,11601 SPRINGFIELD PIKE,SPRINGDALE,OH,45246,Hamilton,"(39.28746080000001, -84.48607400000002)","11601 SPRINGFIELD PIKE, SPRINGDALE, OH 45246",45246,39061-SPRINGDALE F,316,263,9
22015400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #7097,,6300 SCIOTO DARBY ROAD,HILLIARD,OH,43026,Franklin,"(40.0335288, -83.1791147)","6300 SCIOTO DARBY ROAD, HILLIARD, OH 43026",43026,39049-HILLIARD 4-A,888,590,19.9
22015450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #7247,,900 NORTH HAMILTON ROAD,GAHANNA,OH,43230,Franklin,"(40.040646, -82.8641744)","900 NORTH HAMILTON ROAD, GAHANNA, OH 43230",43230,39049-GAHANNA 2-G,244,164,19.5
20775600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #7371,,22909 EMERY ROAD,WARRENSVILLE HEIGHTS,OH,44128,Cuyahoga,"(41.4358106, -81.5175301)","22909 EMERY ROAD, WARRENSVILLE HEIGHTS, OH 44128",44128,39035-WARRENSVILLE HTS 4-B,469,14,93.8
21068150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #7686,,7301 LAKESHORE BLVD.,MENTOR,OH,44060,Lake,"(41.700962, -81.3791304)","7301 LAKESHORE BLVD., MENTOR, OH 44060",44060,39085-MENTOR CITY 3A,364,524,-17.8
20983300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,CVS/PHARMACY #7687,,20641 FAIRMOUNT BLVD.,SHAKER HEIGHTS,OH,44118,Cuyahoga,"(41.4867867, -81.5346721)","20641 FAIRMOUNT BLVD., SHAKER HEIGHTS, OH 44118",44118,39035-SHAKER HEIGHTS U,835,235,55.6
