BusinessName,DoingBusinessAs,Public Zip,votes_dem,votes_rep,pct_dem_lead,PopInsured,TotalPop,Life Exp, Median_Income_Dollars , Mean_Income_Dollars ,Public Address Street,LocationCity,LocationState,LocationCounty,Geo,Full Address,ZCTA5,GEOID,LicenseNumber,LicenseType,LicenseTypeSubCategory,LicenseCategoryNumber,LicenseStatus,Census_Tract_Code
CVS/PHARMACY #4805,,44074,532,136,58.2,"11,008","11,475",78.5," $73,697.00 "," $103,235.00 ",297 SOUTH MAIN STREET,OBERLIN,OH,Lorain,"(41.2837051, -82.2163036)","297 SOUTH MAIN STREET, OBERLIN, OH 44074",44074,39093-OBERLIN CITY 5,20750300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39093060100
CVS/PHARMACY #4807,,44241,179,230,-12.1,"17,298","18,248",76.1," $81,392.00 "," $96,588.00 ",9940 STATE ROUTE 43,STREETSBORO,OH,Portage,"(41.261692, -81.3445096)","9940 STATE ROUTE 43, STREETSBORO, OH 44241",44241,39133-STREETSBORO 3-A,20868250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39133600403
CVS/PHARMACY #4810,,43701,333,399,-8.8,"51,973","54,979",71.9," $54,900.00 "," $71,276.00 ",1208 MAPLE AVE,ZANESVILLE,OH,Muskingum,"(39.9535906, -82.009973)","1208 MAPLE AVE, ZANESVILLE, OH 43701",43701,39119-ZANESVILLE 4-B,20669200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39119911800
CVS/PHARMACY #4811,,44138,379,517,-15.2,"21,952","22,912",," $93,877.00 "," $115,513.00 ",27120 BAGLEY ROAD,OLMSTED TOWNSHIP,OH,Cuyahoga,"(41.3730985, -81.9450446)","27120 BAGLEY ROAD, OLMSTED TOWNSHIP, OH 44138",44138,39035-OLMSTED TWP F,20695850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035190506
CVS/PHARMACY #5060,,43207,259,471,-28.5,"41,894","46,523",70.3," $61,307.00 "," $70,664.00 ",3424 S. HIGH STREET,COLUMBUS,OH,Franklin,"(39.8923449, -82.9957526)","3424 S. HIGH STREET, COLUMBUS, OH 43207",43207,39049-COLUMBUS 49-D,22215400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049008822
CVS/PHARMACY #5366,,44104,484,14,93.3,"18,858","19,716",69.1," $24,009.00 "," $37,422.00 ",10825 KINSMAN ROAD,CLEVELAND,OH,Cuyahoga,"(41.4696769, -81.6080953)","10825 KINSMAN ROAD, CLEVELAND, OH 44104",44104,39035-CLEVELAND 04-U,21018700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39035119600
CVS/PHARMACY #5425,,43062,577,905,-21.9,"30,191","31,608",," $100,450.00 "," $113,385.00 ",8910 EAST BROAD STREET,PATASKALA,OH,Licking,"(40.00499629999999, -82.65938589999999)","8910 EAST BROAD STREET, PATASKALA, OH 43062",43062,39089-PATASKALA 3-B,21301900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39089756801
CVS/PHARMACY #5426,,45215,145,246,-25.3,"28,886","30,390",72.5," $71,949.00 "," $102,109.00 ",9197 READING ROAD,CINCINNATI,OH,Hamilton,"(39.2273487, -84.4392367)","9197 READING ROAD, CINCINNATI, OH 45215",45215,39061-READING 2-B,21302150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061023201
CVS/PHARMACY #5429,,45121,191,453,-40.1,"7,839","8,640",72.2," $57,274.00 "," $77,810.00 ",521 EAST STATE STREET,GEORGETOWN,OH,Brown,"(38.8642778, -83.8971361)","521 EAST STATE STREET, GEORGETOWN, OH 45121",45121,39015-GEORGETOWN EAST,21302100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39015951800
CVS/PHARMACY #5431,,45106,89,393,-61.5,"10,546","11,075",76.5," $68,458.00 "," $81,315.00 ",592 WEST PLANE STREET,BETHEL,OH,Clermont,"(38.9645941, -84.0878267)","592 WEST PLANE STREET, BETHEL, OH 45106",45106,39025-BETHEL VLG A,21302050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39025041800
CVS/PHARMACY #5433,,45013,114,463,-59.6,"50,178","53,105",82.5," $72,932.00 "," $88,195.00 ",3733 HAMILTON-CLEVES ROAD,HAMILTON,OH,Butler,"(39.3250256, -84.6369169)","3733 HAMILTON-CLEVES ROAD, HAMILTON, OH 45013",45013,39017-ROSS TWP 6,21302200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017010800
CVS/PHARMACY #5434,,43235,406,232,26.7,"43,504","44,361",80.7," $110,518.00 "," $148,480.00 ",1950 HARD ROAD,COLUMBUS,OH,Franklin,"(40.11778830000001, -83.0680563)","1950 HARD ROAD, COLUMBUS, OH 43235",43016,39049-COLUMBUS 65-A,21301850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049006384
CVS/PHARMACY #5436,,43229,691,132,66.7,"45,816","54,036",74.2," $53,430.00 "," $67,337.00 ",2100 EAST DUBLIN-GRANVILLE ROAD,COLUMBUS,OH,Franklin,"(40.0872839, -82.96084540000001)","2100 EAST DUBLIN-GRANVILLE ROAD, COLUMBUS, OH 43229",43229,39049-COLUMBUS 61-B,21301950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049006945
CVS/PHARMACY #5457,,43065,260,311,-8.9,"44,053","45,253",80.5," $154,797.00 "," $194,351.00 ",3488 SELDOM SEEN ROAD,POWELL,OH,Delaware,"(40.1692152, -83.0891619)","3488 SELDOM SEEN ROAD, POWELL, OH 43065",43065,39041-POWELL G,22014100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39041011900
CVS/PHARMACY #5458,,43123,309,417,-14.7,"62,867","66,059",79.1," $87,883.00 "," $110,222.00 ",2565 LONDON GROVEPORT ROAD,GROVE CITY,OH,Franklin,"(39.8383652, -83.07425239999999)","2565 LONDON GROVEPORT ROAD, GROVE CITY, OH 43123",43123,39049-GROVE CITY 2-E,22014150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049009751
CVS/PHARMACY #5654,,43031,214,510,-39.8,"13,107","13,870",," $109,652.00 "," $137,386.00 ",797 WEST COSHOCTON STREET,JOHNSTOWN,OH,Licking,"(40.144565, -82.7059645)","797 WEST COSHOCTON STREET, JOHNSTOWN, OH 43031",43031,39089-JOHNSTOWN VLG B,20777900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39089755302
CVS/PHARMACY #5666,,45895,88,361,-59.7,"17,173","17,817",76," $72,965.00 "," $87,477.00 ",1101 BELLEFONTAINE STREET,WAPAKONETA,OH,Auglaize,"(40.564805, -84.1792024)","1101 BELLEFONTAINE STREET, WAPAKONETA, OH 45895",45895,39011-WAPAKONETA 3B,20720250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39011040300
CVS/PHARMACY #5717,,43110,401,135,48.7,"36,804","40,644",," $76,334.00 "," $103,742.00 ",3506 GENDER ROAD,CANAL WINCHESTER,OH,Franklin,"(39.9102298, -82.82348809999999)","3506 GENDER ROAD, CANAL WINCHESTER, OH 43110",43110,39049-COLUMBUS 45-G,20777100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049010204
CVS/PHARMACY #5813,,45840,164,256,-21.1,"50,875","53,636",78.1," $64,076.00 "," $91,378.00 ",463 TIFFIN AVENUE,FINDLAY,OH,Hancock,"(41.0447412, -83.64190889999999)","463 TIFFIN AVENUE, FINDLAY, OH 45840",45840,39063-FINDLAY 4B,20162300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39063000800
CVS/PHARMACY #5918,,43214,643,253,42.6,"24,998","26,094",75.5," $92,838.00 "," $120,677.00 ",933 BETHEL ROAD,COLUMBUS,OH,Franklin,"(40.0627749, -83.0442346)","933 BETHEL ROAD, COLUMBUS, OH 43214",43214,39049-COLUMBUS 59-C,20371650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007812
CVS/PHARMACY #5941,,44077,317,527,-24.4,"53,534","57,428",76.7," $80,692.00 "," $103,395.00 ",1890 NORTH RIDGE ROAD,PAINESVILLE,OH,Lake,"(41.7488889, -81.2075699)","1890 NORTH RIDGE ROAD, PAINESVILLE, OH 44077",44077,39085-PAINESVILLE TWP B,20414100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39085204800
CVS/PHARMACY #5949,,43215-1611,1039,289,55.6,"15,984","16,693",," $74,469.00 "," $108,369.00 ",775 Neil Ave,Columbus,OH,Franklin,"(39.9771557, -83.01141989999999)","775 Neil Ave, Columbus, OH 43215-1611",43215,39049-COLUMBUS 14-A,20370250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049003200
CVS/PHARMACY #6079,,45150,341,386,-6.1,"31,238","32,938",78.1," $91,780.00 "," $116,737.00 ",921 LILA AVENUE,MILFORD,OH,Clermont,"(39.1753407, -84.2799623)","921 LILA AVENUE, MILFORD, OH 45150",45150,39025-MILFORD CITY B,22014200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39025040500
CVS/PHARMACY #6080,,45014,321,511,-22.5,"41,163","45,105",73.6," $69,624.00 "," $91,870.00 ",590 NILLES ROAD,FAIRFIELD,OH,Butler,"(39.3382868, -84.5606432)","590 NILLES ROAD, FAIRFIELD, OH 45014",45014,39017-FAIRFIELD CITY 4-02,22023350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017010901
CVS/PHARMACY #6093,,45216,604,402,19.7,"7,934","9,415",73.5," $51,602.00 "," $69,697.00 ",8372 VINE STREET,CINCINNATI,OH,Hamilton,"(39.21505399999999, -84.4734005)","8372 VINE STREET, CINCINNATI, OH 45216",45216,39061-CINCINNATI 24-G,22018250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061006000
CVS/PHARMACY #6094,,45242,462,397,7.5,"21,474","21,882",83.5," $120,869.00 "," $170,896.00 ",9546 MONTGOMERY ROAD,MONTGOMERY,OH,Hamilton,"(39.2290087, -84.3532938)","9546 MONTGOMERY ROAD, MONTGOMERY, OH 45242",45242,39061-MONTGOMERY I,22013000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061023902
CVS/PHARMACY #6095,,45209,821,380,36.1,"10,028","10,601",75.4," $87,841.00 "," $122,191.00 ",3086 MADISON ROAD,CINCINNATI,OH,Hamilton,"(39.153269, -84.4314254)","3086 MADISON ROAD, CINCINNATI, OH 45209",45209,39061-CINCINNATI 02-J,22013050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061005301
CVS/PHARMACY #6098,,45177,205,261,-11.8,"20,933","22,302",67.1," $70,483.00 "," $84,245.00 ",120 E. MAIN ST.,WILMINGTON,OH,Clinton,"(39.444597, -83.8266685)","120 E. MAIN ST., WILMINGTON, OH 45177",45177,39027-WILMINGTON 2-B,20486100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39027964600
CVS/PHARMACY #6110,,45208-2962,813,471,26.2,"17,242","17,695",84.8," $133,213.00 "," $186,519.00 ",3197 Linwood Ave,Cincinnati,OH,Hamilton,"(39.1287223, -84.4307275)","3197 Linwood Ave, Cincinnati, OH 45208-2962",45208,39061-CINCINNATI 05-I,22018200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061004900
CVS/PHARMACY #6111,,45212,384,399,-1.9,"18,798","20,829",73.3," $63,698.00 "," $82,143.00 ",5229 MONTGOMERY ROAD,NORWOOD,OH,Hamilton,"(39.1707799, -84.4495395)","5229 MONTGOMERY ROAD, NORWOOD, OH 45212",45212,39061-NORWOOD 4-C,22012550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061025200
CVS/PHARMACY #6123,,45255,518,484,3.4,"21,710","22,682",79.5," $88,694.00 "," $127,587.00 ",7500 BEECHMONT AVENUE,CINCINNATI,OH,Hamilton,"(39.0732875, -84.3506721)","7500 BEECHMONT AVENUE, CINCINNATI, OH 45255",45255,39061-ANDERSON FF,22012600,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061025001
CVS/PHARMACY #6131,,45202,777,218,55,"15,465","16,340",80.3," $87,930.00 "," $124,663.00 ",36 EAST SEVENTH STREET,CINCINNATI,OH,Hamilton,"(39.1040044, -84.51262919999999)","36 EAST SEVENTH STREET, CINCINNATI, OH 45202",45202,39061-CINCINNATI 06-A,22012750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39061000700
CVS/PHARMACY #6133,,45044,85,279,-52.6,"49,512","53,999",70," $71,942.00 "," $98,989.00 ",440 OXFORD STATE ROAD,MIDDLETOWN,OH,Butler,"(39.4805227, -84.4206031)","440 OXFORD STATE ROAD, MIDDLETOWN, OH 45044",45044,39017-LEMON TWP 2,22012800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39017014000
CVS/PHARMACY #6134,,45331,212,596,-46.9,"20,507","21,931",," $53,797.00 "," $70,928.00 ",1009 EAST MAIN STREET,GREENVILLE,OH,Darke,"(40.1093183, -84.6220752)","1009 EAST MAIN STREET, GREENVILLE, OH 45331",45331,39037-GREENVILLE CITY 3-C,22012850,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39037555002
CVS/PHARMACY #6147,,43212,375,83,62.5,"21,841","22,959",," $74,952.00 "," $127,125.00 ",1495 WEST 5TH AVENUE,COLUMBUS,OH,Franklin,"(39.9881253, -83.046458)","1495 WEST 5TH AVENUE, COLUMBUS, OH 43212",43212,39049-COLUMBUS 33-A,22012400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049001902
CVS/PHARMACY #6148,,43015,180,99,28.3,"54,684","58,425",74.2," $99,622.00 "," $124,802.00 ",190 SOUTH SANDUSKY STREET,DELAWARE,OH,Delaware,"(40.2924349, -83.06902509999999)","190 SOUTH SANDUSKY STREET, DELAWARE, OH 43015",43015,39041-DELAWARE CITY 2-E,22012450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39041010530
CVS/PHARMACY #6150,,43017,276,182,20.3,"39,395","41,179",," $133,116.00 "," $175,278.00 ",305 W. BRIDGE STREET,DUBLIN,OH,Franklin,"(40.0978035, -83.1229292)","305 W. BRIDGE STREET, DUBLIN, OH 43017",43017,39049-DUBLIN 2-B,22018150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049006238
CVS/PHARMACY #6151,,43050,212,401,-30.4,"27,757","29,792",," $65,044.00 "," $84,087.00 ",900 COSHOCTON AVENUE,MOUNT VERNON,OH,Knox,"(40.3995574, -82.4562353)","900 COSHOCTON AVENUE, MOUNT VERNON, OH 43050",43050,39083-MOUNT VERNON 3-C,22015100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39083007302
CVS/PHARMACY #6158,,43229,507,197,43.1,"37,737","44,011",76.6," $50,934.00 "," $64,200.00 ",1211 MORSE ROAD,COLUMBUS,OH,Franklin,"(40.0605799, -82.9866075)","1211 MORSE ROAD, COLUMBUS, OH 43229",43224,39049-COLUMBUS 22-F,22011700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049007730
CVS/PHARMACY #6164,,43015,455,596,-13.3,"54,684","58,425",78.9," $99,622.00 "," $124,802.00 ",1725 WEST CENTRAL AVE,DELAWARE,OH,Delaware,"(40.3083725, -83.1086815)","1725 WEST CENTRAL AVE, DELAWARE, OH 43015",43015,39041-DELAWARE CITY 2-A,22011950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39041010421
CVS/PHARMACY #6169,,44907,386,739,-31,"14,118","15,021",80.4," $44,033.00 "," $64,002.00 ",1411 LEXINGTON AVENUE,MANSFIELD,OH,Richland,"(40.7202201, -82.5438976)","1411 LEXINGTON AVENUE, MANSFIELD, OH 44907",44907,39139-MANSFIELD 1-E,22011150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39139002101
CVS/PHARMACY #6171,,43302,181,311,-25.8,"46,592","49,352",76," $53,833.00 "," $74,937.00 ",137 MCMAHAN BOULEVARD,MARION,OH,Marion,"(40.5818647, -83.0833127)","137 MCMAHAN BOULEVARD, MARION, OH 43302",43302,39101-MARION TWP A,22011200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39101001000
CVS/PHARMACY #6172,,43326,285,713,-42,"10,785","12,418",74.5," $54,325.00 "," $72,893.00 ",987 EAST COLUMBUS STREET,KENTON,OH,Hardin,"(40.6532781, -83.5918587)","987 EAST COLUMBUS STREET, KENTON, OH 43326",43326,39065-KENTON 2,22011250,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39065000200
CVS/PHARMACY #6173,,44857,203,334,-23.7,"21,942","23,012",79.4," $62,227.00 "," $77,546.00 ",106 MILAN AVENUE,NORWALK,OH,Huron,"(41.2509231, -82.6112406)","106 MILAN AVENUE, NORWALK, OH 44857",44857,39077-NORWALK 1-C,22011300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39077915500
CVS/PHARMACY #6175,,44905,172,560,-52,"10,371","11,285",68.8," $55,716.00 "," $66,663.00 ",755 ASHLAND ROAD,MANSFIELD,OH,Richland,"(40.7708597, -82.48605649999999)","755 ASHLAND ROAD, MANSFIELD, OH 44905",44905,39139-MADISON D,22011350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39139000800
CVS/PHARMACY #6176,,44906,258,253,1,"15,955","16,813",76.8," $51,358.00 "," $61,676.00 ",1049 WEST FOURTH STREET,MANSFIELD,OH,Richland,"(40.7654552, -82.55238500000002)","1049 WEST FOURTH STREET, MANSFIELD, OH 44906",44906,39139-MANSFIELD 4-B,22011400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39139001400
CVS/PHARMACY #6177,,44811,173,361,-34.4,"11,727","12,316",77.9," $64,453.00 "," $86,554.00 ",201 WEST MAIN STREET,BELLEVUE,OH,Sandusky,"(41.2735985, -82.8425637)","201 WEST MAIN STREET, BELLEVUE, OH 44811",44811,39143-BELLEVUE CITY 1-B,22011450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39143962200
CVS/PHARMACY #6178,,43311,142,305,-35.4,"18,927","19,915",75.9," $64,217.00 "," $80,093.00 ",143 EAST SANDUSKY AVENUE,BELLEFONTAINE,OH,Logan,"(40.3630211, -83.7582237)","143 EAST SANDUSKY AVENUE, BELLEFONTAINE, OH 43311",43311,39091-BELLEFONTAINE 3-A,22011500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39091004500
CVS/PHARMACY #6179,,45365,293,146,32.7,"25,245","26,515",70.5," $65,421.00 "," $81,446.00 ",324 FOURTH STREET,SIDNEY,OH,Shelby,"(40.7616052, -82.5272677)","324 FOURTH STREET, SIDNEY, OH 45365",44903,39139-MANSFIELD 4-C,22023500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39139000600
CVS/PHARMACY #6180,,45822,224,603,-45,"19,085","19,945",78.7," $72,106.00 "," $82,871.00 ",1020 NORTH MAIN STREET,CELINA,OH,Mercer,"(40.5600088, -84.570594)","1020 NORTH MAIN STREET, CELINA, OH 45822",45822,39107-CELINA A,22011550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39107967500
CVS/PHARMACY #6181,,43506,265,496,-29.5,"13,745","14,550",77.7," $60,705.00 "," $81,985.00 ",341 WEST HIGH STREET,BRYAN,OH,Williams,"(41.4742284, -84.5551208)","341 WEST HIGH STREET, BRYAN, OH 43506",43506,39171-BRYAN B - WD2,22010650,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39171950700
CVS/PHARMACY #6182 ONCE CVS DRIVE,,43223,514,445,7.1,"22,044","25,257",73.1," $45,902.00 "," $59,385.00 ",3499 CLIME ROAD,COLUMBUS,OH,Franklin,"(39.9269466, -83.08985249999999)","3499 CLIME ROAD, COLUMBUS, OH 43223",43223,39049-COLUMBUS 58-B,22010700,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049008360
CVS/PHARMACY #6183,,45503,301,262,6.7,"29,945","32,009",74.2," $54,561.00 "," $72,167.00 ",2987 DERR ROAD,SPRINGFIELD,OH,Clark,"(39.9656603, -83.7868747)","2987 DERR ROAD, SPRINGFIELD, OH 45503",45503,39023-SPRINGFIELD CITY 35,22010750,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39023002404
CVS/PHARMACY #6184,,45701,430,120,55.8,"31,761","33,238",77.2," $49,604.00 "," $79,475.00 ",555 EAST STATE STREET,ATHENS,OH,Athens,"(39.3369729, -82.0786272)","555 EAST STATE STREET, ATHENS, OH 45701",45701,39009-ATHENS 4-1,22010800,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39009973400
CVS/PHARMACY #6186,,45503,183,229,-11,"18,172","20,299",74," $42,409.00 "," $56,560.00 ",2565 EAST MAIN STREET,SPRINGFIELD,OH,Clark,"(39.9227879, -83.770082)","2565 EAST MAIN STREET, SPRINGFIELD, OH 45503",45505,39023-SPRINGFIELD CITY 21,22010900,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39023001400
CVS/PHARMACY #6188,,43130,190,255,-14.3,"55,426","59,999",71.5," $68,242.00 "," $86,401.00 ",111 SOUTH MEMORIAL DRIVE,LANCASTER,OH,Fairfield,"(39.7131166, -82.60676769999999)","111 SOUTH MEMORIAL DRIVE, LANCASTER, OH 43130",43130,39045-LANCASTER CITY 5-A,22010950,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39045032000
CVS/PHARMACY #6189,,45601,257,421,-23.8,"48,421","51,492",75.8," $57,430.00 "," $76,989.00 ",11 CENTENNIAL BOULEVARD,CHILLICOTHE,OH,Ross,"(39.3324875, -83.016677)","11 CENTENNIAL BOULEVARD, CHILLICOTHE, OH 45601",45601,39141-SCIOTO SIX,22011000,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39141955900
CVS/PHARMACY #6190,,45601,197,359,-28.9,"48,421","51,492",73.2," $57,430.00 "," $76,989.00 ",1021 NORTH BRIDGE STREET,CHILLICOTHE,OH,Ross,"(39.3559591, -82.9754061)","1021 NORTH BRIDGE STREET, CHILLICOTHE, OH 45601",45601,39141-CHILLICOTHE 3-D,22011050,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39141956300
CVS/PHARMACY #6191,,43140,449,745,-24.3,"18,016","19,635",74.3," $82,598.00 "," $97,774.00 ",214 LAFAYETTE STREET,LONDON,OH,Madison,"(39.896287, -83.4382382)","214 LAFAYETTE STREET, LONDON, OH 43140",43140,39097-LONDON 2,22011100,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39097040600
CVS/PHARMACY #6192,,43123,329,422,-12.1,"62,867","66,059",," $87,883.00 "," $110,222.00 ",2120 STRINGTOWN ROAD,GROVE CITY,OH,Franklin,"(39.8793504, -83.0603837)","2120 STRINGTOWN ROAD, GROVE CITY, OH 43123",43123,39049-GROVE CITY 2-F,22010150,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049009756
CVS/PHARMACY #6193,,45701,130,32,59.4,"31,761","33,238",," $49,604.00 "," $79,475.00 ",32 SOUTH COURT STREET,ATHENS,OH,Athens,"(39.3281703, -82.10099029999999)","32 SOUTH COURT STREET, ATHENS, OH 45701",45701,39009-ATHENS 3-1,22010200,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39009973902
CVS/PHARMACY #6195,,43113,192,411,-35.7,"22,197","23,745",72.7," $63,715.00 "," $79,878.00 ",205 EAST MAIN STREET,CIRCLEVILLE,OH,Pickaway,"(39.6004365, -82.9423833)","205 EAST MAIN STREET, CIRCLEVILLE, OH 43113",43113,39129-CIRCLEVILLE 2-A,22010300,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39129020200
CVS/PHARMACY #6198,,43223,223,471,-35.2,"22,044","25,257",69.6," $45,902.00 "," $59,385.00 ",2020 EAKIN ROAD,COLUMBUS,OH,Franklin,"(39.9325175, -83.04863929999999)","2020 EAKIN ROAD, COLUMBUS, OH 43223",43223,39049-FRANKLIN A,22010350,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39049008330
CVS/PHARMACY #6268,,43952,275,361,-13.5,"16,342","17,452",77.2," $46,591.00 "," $58,933.00 ",2217 SUNSET BLVD.,STEUBENVILLE,OH,Jefferson,"(40.369841, -80.64238139999999)","2217 SUNSET BLVD., STEUBENVILLE, OH 43952",43952,39081-STEUBENVILLE 5-1,22010400,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39081001400
CVS/PHARMACY #6270,,43935,268,451,-25,"7,307","7,865",78.1," $50,109.00 "," $61,856.00 ",404 AETNA STREET,MARTINS FERRY,OH,Belmont,"(40.085704, -80.7346939)","404 AETNA STREET, MARTINS FERRY, OH 43935",43935,39013-MARTINS FERRY 1-A,22010450,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39013011900
CVS/PHARMACY #6271,,43950,131,225,-25.8,"12,530","13,429",78.3," $73,135.00 "," $93,379.00 ",68501 ADDIE WAY,ST. CLAIRSVILLE,OH,Belmont,"(40.0803199, -80.90176)","68501 ADDIE WAY, ST. CLAIRSVILLE, OH 43950",43950,39013-ST CLAIRSVILLE 4-B,22010500,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39013012300
CVS/PHARMACY #6349,,45638,98,356,-56.3,"18,332","19,581",75.3," $49,544.00 "," $63,653.00 ",1109 IRONTON HILLS DRIVE,IRONTON,OH,Lawrence,"(38.5433673, -82.6749248)","1109 IRONTON HILLS DRIVE, IRONTON, OH 45638",45638,39087-UPPER 3,22010550,Terminal - Pharmacy - Category 3,IL - Large Chain Retail (12+ Outlets),3,Active,39087050800
