Business_Name,Public Zip,votes_dem,votes_rep,pct_dem_lead,PopInsured,TotalPop,Life Exp,Median_Income_Dollars,Mean_Income_Dollars,Public Address Street,Public Address City,Full Address,Geo,ZCTA5,Places_ID,GEOID
Kroger Pharmacy,45440,414,723,-26.8,"21,316","22,228",,"$83,378.00 ","$104,901.00 ",5400 Cornerstone N Blvd,Dayton,"5400 Cornerstone N Blvd, Dayton, OH 45440, USA","39.662434999999995,-84.1036024",45440,ChIJ03-2fv6PQIgRNbOJRNYgClA,39057-SUGARCREEK 151
CVS Pharmacy,45249,390,476,-9.8,"13,254","14,153",84.1,"$107,227.00 ","$162,586.00 ",9841 Waterstone Blvd,Cincinnati,"9841 Waterstone Blvd, Cincinnati, OH 45249, USA","39.2961291,-84.30480659999999",45249,ChIJ87UbglBWQIgRs03Qg80NuVE,39165-DEERFIELD TWP X
CVS Pharmacy,45069,433,562,-12.8,"52,596","55,236",79.9,"$115,539.00 ","$137,448.00 ",7644 Voice of America Centre Dr,West Chester Township,"7644 Voice of America Centre Dr, West Chester Township, OH 45069, USA","39.3560745,-84.3609413",45069,ChIJH8y_8QZaQIgRGN4CI4ywnB4,39017-WEST CHESTER TWP 11
Walgreens Pharmacy,45040,576,545,2.8,"56,495","57,748",,"$131,803.00 ","$175,985.00 ",8060 Mason Montgomery Rd,Mason,"8060 Mason Montgomery Rd, Mason, OH 45040, USA","39.32166,-84.31187109999999",45040,ChIJ_fKJVKdXQIgR9mMqTb5MEI8,39165-MASON CITY Y
Walgreens Pharmacy,45005,160,441,-45.9,"29,860","31,722",74.8,"$74,239.00 ","$92,716.00 ",1300 E 2nd St,Franklin,"1300 E 2nd St, Franklin, OH 45005, USA","39.5630753,-84.2770142",45005,ChIJ4aV5dtphQIgRN6ATQ-QUVc8,39165-FRANKLIN CITY F
Kroger Pharmacy,45342,442,292,20.2,"33,709","36,296",,"$83,936.00 ","$101,461.00 ",10101 Landing Way,Miamisburg,"10101 Landing Way, Miamisburg, OH 45342, USA","39.6022412,-84.2302787",45342,ChIJAWFoOoOJQIgRUzQhrQaT4cU,39113-MIAMI P
CVS Pharmacy,45069,260,304,-7.6,"52,596","55,236",84.3,"$115,539.00 ","$137,448.00 ",7217 Cincinnati Dayton Rd,West Chester Township,"7217 Cincinnati Dayton Rd, West Chester Township, OH 45069, USA","39.3697684,-84.3861976",45069,ChIJwxrX02daQIgR9vBFGthwNKs,39017-WEST CHESTER TWP 09
Kroger Pharmacy,45044,422,731,-26.7,"49,512","53,999",80.3,"$71,942.00 ","$98,989.00 ",7300 Yankee Rd,Liberty Township,"7300 Yankee Rd, Liberty Township, OH 45044, USA","39.37722660000001,-84.37611520000002",45044,ChIJRS6rS0daQIgRSN-BgxOy_zU,39017-LIBERTY TWP 24
Carlisle Pharmacy,45005,175,557,-51.5,"29,860","31,722",74.4,"$74,239.00 ","$92,716.00 ",771 Central Ave,Carlisle,"771 Central Ave, Carlisle, OH 45005, USA","39.584278,-84.32521100000001",45005,ChIJfXGKoG9hQIgRN7iDn2cam9M,39165-CARLISLE VLG 1-B
Biomed Specialty Pharmacy,45069,433,562,-12.8,"52,596","55,236",79.9,"$115,539.00 ","$137,448.00 ",7731 Cox Ln,West Chester Township,"7731 Cox Ln, West Chester Township, OH 45069, USA","39.3549842,-84.3661652",45069,ChIJ2XQmuQhaQIgRe24sJcXdFBQ,39017-WEST CHESTER TWP 11
CVS Pharmacy,45402,301,66,63.2,"8,561","9,197",,"$45,386.00 ","$66,325.00 ",32 N Ludlow St,Dayton,"32 N Ludlow St, Dayton, OH 45402, USA","39.7601844,-84.1932824",45402,ChIJs3FXdFGBQIgRpSVSAcECaOs,39113-DAYTON 01-C
Kroger Pharmacy,45241,443,426,1.9,"21,977","23,234",78.3,"$94,943.00 ","$135,913.00 ",12164 Lebanon Rd,Cincinnati,"12164 Lebanon Rd, Cincinnati, OH 45241, USA","39.296475799999996,-84.3898487",45241,ChIJf7nHzw5RQIgRRpTKFlT06IE,39061-SHARONVILLE 2-A
Kroger Pharmacy,45069,329,547,-24.5,"52,596","55,236",83,"$115,539.00 ","$137,448.00 ",7855 Tylersville Rd,West Chester Township,"7855 Tylersville Rd, West Chester Township, OH 45069, USA","39.351209499999996,-84.36335919999999",45069,ChIJ6TM9swdaQIgRjAdO0npDFIc,39017-WEST CHESTER TWP 19
Walmart Pharmacy,45005,136,508,-56.9,"29,860","31,722",74.8,"$74,239.00 ","$92,716.00 ",1275 E 2nd St,Franklin,"1275 E 2nd St, Franklin, OH 45005, USA","39.5662692,-84.2777557",45005,ChIJx-848NlhQIgRFhxYmwRVBmk,39165-FRANKLIN CITY B
Walgreens Pharmacy,45040,142,270,-30.7,"56,495","57,748",80,"$131,803.00 ","$175,985.00 ",1086 Reading Rd,Mason,"1086 Reading Rd, Mason, OH 45040, USA","39.3375895,-84.34173810000001",45040,ChIJ__9vPUVXQIgRxwljtZMrXgI,39165-MASON CITY W
Kroger Pharmacy,45040,319,332,-2,"56,495","57,748",,"$131,803.00 ","$175,985.00 ",5210 OH-741,Mason,"5210 OH-741, Mason, OH 45040, USA","39.360726799999995,-84.27888569999999",45040,ChIJ45_o67ujSIgRamUaRFIutmc,39165-MASON CITY Z
Walgreens Pharmacy,45044,269,462,-26.1,"49,512","53,999",80.3,"$71,942.00 ","$98,989.00 ",6330 Cincinnati Dayton Rd,Liberty Township,"6330 Cincinnati Dayton Rd, Liberty Township, OH 45044, USA","39.3908292,-84.3703689",45044,ChIJmWPiozRaQIgR4Jl1jfvD31s,39017-LIBERTY TWP 23
Community First Pharmacy,45405,283,55,66.1,"17,130","19,046",,"$41,901.00 ","$52,006.00 ",300 Forest Ave,Dayton,"300 Forest Ave, Dayton, OH 45405, USA","39.769221699999996,-84.2006837",45405,ChIJq6ouDkSBQIgRboVh8WznevE,39113-DAYTON 04-D
Walgreens Pharmacy,45409,326,159,33.9,"15,164","15,487",,"$84,000.00 ","$126,022.00 ",1200 Brown St,Dayton,"1200 Brown St, Dayton, OH 45409, USA","39.7412545,-84.18187789999999",45409,ChIJOyOQ8hyEQIgRV66xbX3ofD0,39113-DAYTON 01-A
Dayton Children's South Campus,45342,415,619,-19.4,"33,709","36,296",,"$83,936.00 ","$101,461.00 ",3333 W Tech Rd,Miamisburg,"3333 W Tech Rd, Miamisburg, OH 45342, USA","39.589568199999995,-84.2388418",45342,ChIJS41fr8GDQIgRDJ4YreUVyiA,39113-MIAMI T
Clark's Rx Home Office,45459,402,333,9.3,"26,634","27,640",79,"$89,144.00 ","$114,557.00 ",7333 Paragon Rd #160,Dayton,"7333 Paragon Rd #160, Dayton, OH 45459, USA","39.638806699999996,-84.1684441",45459,ChIJD6L5LCuPQIgRmIzjokqPeX0,39113-WASHINGTON I
Meijer Pharmacy,45324,500,457,4.4,"36,994","40,212",,"$59,861.00 ","$78,711.00 ",3822 Colonel Glenn Hwy,Fairborn,"3822 Colonel Glenn Hwy, Fairborn, OH 45324, USA","39.7772041,-84.07272309999999",45324,ChIJDX1qFu-cQIgRv1mRYanB9QI,39057-BEAVERCREEK 001
Kroger Pharmacy,45459,386,353,4.4,"11,047","11,510",,"$119,129.00 ","$142,000.00 ",6480 Wilmington Pike,Centerville,"6480 Wilmington Pike, Centerville, OH 45459, USA","39.640003,-84.10808039999999",45305,ChIJ957or9uPQIgRIP77cYK9LXQ,39057-SUGARCREEK 150
Meijer Pharmacy,45440,320,401,-11.1,"21,316","22,228",82.1,"$83,378.00 ","$104,901.00 ",4075 Wilmington Pike,Kettering,"4075 Wilmington Pike, Kettering, OH 45440, USA","39.685838,-84.131666",45440,ChIJiRy1HW2FQIgRZa7kOgqHBUg,39113-KETTERING 3-K
Walgreens Pharmacy,45410,371,281,13.5,"14,043","15,547",72.8,"$46,766.00 ","$57,807.00 ",1542 Wayne Ave,Dayton,"1542 Wayne Ave, Dayton, OH 45410, USA","39.7469177,-84.17070149999999",45410,ChIJPb2fuw6EQIgRXbEmvBcjtsA,39113-DAYTON 08-D
Kroger Pharmacy,45424,524,531,-0.7,"46,430","49,291",,"$78,566.00 ","$94,824.00 ",4506 Brandt Pike,Dayton,"4506 Brandt Pike, Dayton, OH 45424, USA","39.8172885,-84.1253651",45424,ChIJ06I0gpaCQIgRcGDAtGBaiTI,39113-DAYTON 03-K
Walgreens Pharmacy,45420,469,458,1.2,"22,032","23,797",73.9,"$56,670.00 ","$68,472.00 ",2600 S Smithville Rd,Dayton,"2600 S Smithville Rd, Dayton, OH 45420, USA","39.7294872,-84.1405454",45420,ChIJwVI15_SEQIgRSjJo3oOXfY4,39113-DAYTON 09-D
Walgreens Pharmacy,45459,386,353,4.4,"11,047","11,510",,"$119,129.00 ","$142,000.00 ",6485 Wilmington Pike,Dayton,"6485 Wilmington Pike, Dayton, OH 45459, USA","39.6390914,-84.11062539999999",45305,ChIJNRJz3tqPQIgReE3y2BPVmbw,39057-SUGARCREEK 150
Kroger Pharmacy,45324,799,944,-8.2,"36,994","40,212",,"$59,861.00 ","$78,711.00 ",1161 E Dayton Yellow Springs Rd,Fairborn,"1161 E Dayton Yellow Springs Rd, Fairborn, OH 45324, USA","39.7863019,-83.9951531",45324,ChIJs-IXG2CeQIgRwmpqeg2JWRI,39057-FAIRBORN 226
Kroger Pharmacy,45385,149,272,-28.5,"37,218","39,432",74.7,"$75,327.00 ","$99,524.00 ",1700 W Park Square,Xenia,"1700 W Park Square, Xenia, OH 45385, USA","39.6896017,-83.9582494",45385,ChIJRQ1uPUWYQIgRb4PsKfrLm5I,39057-XENIA CITY 304
Kroger Pharmacy,45434,287,464,-22.9,"12,067","12,327",80.5,"$142,260.00 ","$160,465.00 ",3165 Dayton Xenia Rd,Beavercreek,"3165 Dayton Xenia Rd, Beavercreek, OH 45434, USA","39.7251215,-84.0541284",45434,ChIJd2ar6KGbQIgREMoLdyUNL7M,39057-BEAVERCREEK 032
Walgreens Pharmacy,45429,435,416,2.2,"24,889","26,302",79.3,"$77,291.00 ","$107,448.00 ",4497 Far Hills Ave,Kettering,"4497 Far Hills Ave, Kettering, OH 45429, USA","39.682036599999996,-84.1676813",45429,ChIJyz_mmO2FQIgRREt96XLWs7Y,39113-KETTERING 3-A
Walgreens Pharmacy,45431,546,522,2.2,"24,007","25,501",,"$80,058.00 ","$96,748.00 ",2269 N Fairfield Rd,Beavercreek,"2269 N Fairfield Rd, Beavercreek, OH 45431, USA","39.755918,-84.0544572",45431,ChIJl7WXl3ycQIgRimn65Vd2l8Q,39057-BEAVERCREEK 022
Kroger Pharmacy,45431,503,393,12,"24,007","25,501",71.3,"$80,058.00 ","$96,748.00 ",601 Woodman Dr,Dayton,"601 Woodman Dr, Dayton, OH 45431, USA","39.757999399999996,-84.12212629999999",45431,ChIJU89VUreDQIgRM16Gb6WOA9Q,39113-DAYTON 11-C
Walgreens Pharmacy,45424,475,533,-5.7,"46,430","49,291",76.6,"$78,566.00 ","$94,824.00 ",5000 Brandt Pike,Huber Heights,"5000 Brandt Pike, Huber Heights, OH 45424, USA","39.8258848,-84.1216949",45424,ChIJ_RP4baKCQIgRO43SElC43A4,39113-HUBER HEIGHTS 5-B
Kroger Pharmacy,45406,572,100,68.8,"18,378","20,083",72.9,"$43,241.00 ","$64,568.00 ",3520 W Siebenthaler Ave,Dayton,"3520 W Siebenthaler Ave, Dayton, OH 45406, USA","39.7968544,-84.245865",45406,ChIJIakYXl-AQIgROOW0XLCic5c,39113-HARRISON H
Kroger Pharmacy,45458,551,720,-13.1,"34,781","36,985",86.2,"$110,682.00 ","$142,869.00 ",1095 S Main St,Centerville,"1095 S Main St, Centerville, OH 45458, USA","39.6070267,-84.1635313",45458,ChIJHWsQD-aOQIgRLlz0uXpT_ic,39113-CENTERVILLE I
CVS Pharmacy,45424,475,533,-5.7,"46,430","49,291",,"$78,566.00 ","$94,824.00 ",4996 Brandt Pike,Huber Heights,"4996 Brandt Pike, Huber Heights, OH 45424, USA","39.8249197,-84.12185559999999",45424,ChIJY1UNfaKCQIgRadwo6IH-kGo,39113-HUBER HEIGHTS 5-B
Walgreens Pharmacy,43160,179,362,-33.2,"20,559","21,660",65.6,"$57,475.00 ","$75,055.00 ",1240 Columbus Ave,Washington Court House,"1240 Columbus Ave, Washington Court House, OH 43160, USA","39.5471171,-83.4274569",43160,ChIJz9lhmaxIR4gRaRBxS1Zo7z0,39047-WASHINGTON 1B
Walgreens Pharmacy,45324,217,244,-5.8,"36,994","40,212",79,"$59,861.00 ","$78,711.00 ",183 E Dayton Yellow Springs Rd,Fairborn,"183 E Dayton Yellow Springs Rd, Fairborn, OH 45324, USA","39.7897927,-84.0202199",45324,ChIJP2LPRdSdQIgRgqhx-aFAJB0,39057-FAIRBORN 216
Wellness 1 Pharmacy,45420,546,636,-7.4,"22,032","23,797",77.9,"$56,670.00 ","$68,472.00 ",2420 Smithville Rd,Kettering,"2420 Smithville Rd, Kettering, OH 45420, USA","39.71272940000001,-84.142437",45420,ChIJRSL8KIuEQIgR0uA4SYr_6kk,39113-KETTERING 1-H
CVS Pharmacy,45459,443,378,7.8,"34,781","36,985",82.3,"$110,682.00 ","$142,869.00 ",400 Miamisburg Centerville Rd,Centerville,"400 Miamisburg Centerville Rd, Centerville, OH 45459, USA","39.627398299999996,-84.1707708",45458,ChIJp2mu29iOQIgRm6iYhBwchmg,39113-WASHINGTON T
Kettering Health Main Campus Pharmacy,45429,501,517,-1.6,"24,889","26,302",76.6,"$77,291.00 ","$107,448.00 ",3535 Southern Blvd,Dayton,"3535 Southern Blvd, Dayton, OH 45429, USA","39.6967879,-84.1919648",45429,ChIJDxIc3nOGQIgRAFx292svYQo,39113-KETTERING 4-G
CVS Pharmacy,45429,522,641,-10,"24,889","26,302",80.8,"$77,291.00 ","$107,448.00 ",5981 Far Hills Ave,Dayton,"5981 Far Hills Ave, Dayton, OH 45429, USA","39.659388,-84.15857559999999",45429,ChIJPZQ3Wm-PQIgRWXEOk96n8YU,39113-WASHINGTON G
Walmart Pharmacy,45459,386,353,4.4,"26,634","27,640",,"$89,144.00 ","$114,557.00 ",6244 Wilmington Pike,Dayton,"6244 Wilmington Pike, Dayton, OH 45459, USA","39.6477544,-84.1073911",45459,ChIJ60BNl-ePQIgR_mPfQ87qmgs,39057-SUGARCREEK 150
Walmart Pharmacy,45385,132,290,-36.3,"37,218","39,432",74.7,"$75,327.00 ","$99,524.00 ",70 Hospitality Dr,Xenia,"70 Hospitality Dr, Xenia, OH 45385, USA","39.689638200000005,-83.9689607",45385,ChIJEY5weE6YQIgRwK-xxfa9Y18,39057-XENIA CITY 306
Walmart Pharmacy,45458,327,491,-19.6,"33,709","36,296",,"$83,936.00 ","$101,461.00 ",8800 Kingsridge Dr,Dayton,"8800 Kingsridge Dr, Dayton, OH 45458, USA","39.630896799999995,-84.2127283",45342,ChIJI-ISOOCIQIgRo03iPAJMW8Q,39113-MIAMI A
Walgreens Pharmacy,45385,145,232,-22.6,"37,218","39,432",74,"$75,327.00 ","$99,524.00 ",537 W Main St,Xenia,"537 W Main St, Xenia, OH 45385, USA","39.6836244,-83.938785",45385,ChIJr2guwnOYQIgRvHc-fQH4NNA,39057-XENIA CITY 302
CVS Pharmacy,45324,217,244,-5.8,"36,994","40,212",78.8,"$59,861.00 ","$78,711.00 ",200 E Dayton Yellow Springs Rd,Fairborn,"200 E Dayton Yellow Springs Rd, Fairborn, OH 45324, USA","39.788730799999996,-84.020431",45324,ChIJM1_T9dSdQIgRPNNIf-Wyr28,39057-FAIRBORN 216
CVS Pharmacy,45420,333,267,10.6,"22,032","23,797",71.5,"$56,670.00 ","$68,472.00 ",1300 Wilmington Ave,Dayton,"1300 Wilmington Ave, Dayton, OH 45420, USA","39.7234092,-84.1509119",45420,ChIJ9SnRU1qEQIgRvkZHeIsfkJs,39113-DAYTON 09-C
CVS Pharmacy,45419,602,476,11.6,"15,555","16,445",,"$85,876.00 ","$131,328.00 ",2801 Far Hills Ave,Kettering,"2801 Far Hills Ave, Kettering, OH 45419, USA","39.705402899999996,-84.1710305",45419,ChIJB2CywM6FQIgR4KGV-RGVEGI,39113-OAKWOOD G
Home Town Pharmacy,45440,250,402,-22.7,"21,316","22,228",82.7,"$83,378.00 ","$104,901.00 ",3899 Indian Ripple Rd suite a,Beavercreek,"3899 Indian Ripple Rd suite a, Beavercreek, OH 45440, USA","39.6944393,-84.08042569999999",45440,ChIJc2Wmj8KaQIgRTfpAx6ZTvnQ,39057-BEAVERCREEK 018
Walmart Pharmacy,45431,575,399,17.7,"24,007","25,501",,"$80,058.00 ","$96,748.00 ",3360 Pentagon Blvd,Beavercreek,"3360 Pentagon Blvd, Beavercreek, OH 45431, USA","39.772408999999996,-84.05473560000001",45431,ChIJ73B4T-ycQIgRJFtZBsjJT6c,39057-BEAVERCREEK 002
Kroger Pharmacy,43160,77,201,-44,"20,559","21,660",77.7,"$57,475.00 ","$75,055.00 ",548 Clinton Ave,Washington Court House,"548 Clinton Ave, Washington Court House, OH 43160, USA","39.5340552,-83.4459499",43160,ChIJe7Hn48BIR4gRUhrAyUhSO3U,39047-WASHINGTON 2A
Walmart Pharmacy,43160,217,609,-46.7,"20,559","21,660",77.7,"$57,475.00 ","$75,055.00 ",1397 Leesburg Ave,Washington Court House,"1397 Leesburg Ave, Washington Court House, OH 43160, USA","39.5225149,-83.45618549999999",43160,ChIJtzQPS-RIR4gRsx8c4xbLU9I,39047-WASHINGTON 3F
CVS Pharmacy,43160,184,511,-46.6,"20,559","21,660",73.9,"$57,475.00 ","$75,055.00 ",1795 Columbus Ave,Washington Court House,"1795 Columbus Ave, Washington Court House, OH 43160, USA","39.5501858,-83.4226206",43160,ChIJEQGLblVPR4gRNk_Awwydkpg,39047-WASHINGTON 4A
Fayette Pharmacy,43160,179,362,-33.2,"20,559","21,660",65.6,"$57,475.00 ","$75,055.00 ",1500 Columbus Ave,Washington Court House,"1500 Columbus Ave, Washington Court House, OH 43160, USA","39.5484693,-83.42604419999999",43160,ChIJxZz2SqxIR4gRCbLXAQzk9Gw,39047-WASHINGTON 1B
Barr's Pharmacy of Sabina (Town Drug),45169,149,437,-48.2,"4,038","4,364",71.6,"$52,061.00 ","$68,295.00 ",12459 US-22,Sabina,"12459 US-22, Sabina, OH 45169, USA","39.4921682,-83.6193102",45169,ChIJD6ZAv261QIgRDuCza1Z6GYM,39027-SABINA A
Circleville Apothecary,43113,282,582,-34.2,"22,197","23,745",77.1,"$63,715.00 ","$79,878.00 ",1200 N Court St,Circleville,"1200 N Court St, Circleville, OH 43113, USA","39.620976399999996,-82.94006689999999",43113,ChIJQ3sslDd4R4gRrjyU-lNgph0,39129-CIRCLEVILLE 1-A
Sterling Pharmacy,43143,180,584,-52.1,"5,369","5,609",75.9,"$87,417.00 ","$113,848.00 ",283 Yankeetown St,Mt Sterling,"283 Yankeetown St, Mt Sterling, OH 43143, USA","39.713991,-83.2679675",43143,ChIJdyxN8w1eR4gR8z9IspHrtLs,39097-MT STERLING
Ashville Apothecary,43103,234,733,-50.8,"12,435","12,974",,"$84,304.00 ","$103,628.00 ",3400 OH-752,Ashville,"3400 OH-752, Ashville, OH 43103, USA","39.723909,-82.954608",43103,ChIJyz_KqON-R4gRaQtjOZDmDgY,39129-ASHVILLE-NORTH
IHS Pharmacy-Jamestown,45335,72,319,-62.5,"6,996","7,246",77,"$78,942.00 ","$108,963.00 ",4940 Cottonville Rd,Jamestown,"4940 Cottonville Rd, Jamestown, OH 45335, USA","39.6545303,-83.7509692",45335,ChIJYa9JcOSvQIgR6r-l2c3bqD0,39057-SILVERCREEK 425
COVID-19 Drive-Thru Testing at Walgreens,43160,179,362,-33.2,"20,559","21,660",65.6,"$57,475.00 ","$75,055.00 ",1240 Columbus Ave,Washington Court House,"1240 Columbus Ave, Washington Court House, OH 43160, USA","39.5470283,-83.4274124",43160,ChIJ5bnhhrRJR4gRgCQW9vLDJQk,39047-WASHINGTON 1B
Kroger Pharmacy,43113,234,630,-44.8,"22,197","23,745",72.7,"$63,715.00 ","$79,878.00 ",175 Lancaster Pike,Circleville,"175 Lancaster Pike, Circleville, OH 43113, USA","39.5979175,-82.9312989",43113,ChIJd5AysYt3R4gR8xKCBi_mMWc,39129-CIRCLEVILLE 2-B
Walgreens Pharmacy,43130,182,289,-22.2,"55,426","59,999",75.7,"$68,242.00 ","$86,401.00 ",859 E Main St,Lancaster,"859 E Main St, Lancaster, OH 43130, USA","39.7139081,-82.58399399999999",43130,ChIJV22TBuiKR4gRUXqj7AzHddo,39045-LANCASTER CITY 5-B
Schieber Family Pharmacy,43113,234,630,-44.8,"22,197","23,745",75.8,"$63,715.00 ","$79,878.00 ",212 Lancaster Pike,Circleville,"212 Lancaster Pike, Circleville, OH 43113, USA","39.600038999999995,-82.93048639999999",43113,ChIJmdQuq4t3R4gRPhwhdmoGKt0,39129-CIRCLEVILLE 2-B
Walmart Pharmacy,43113,232,536,-38.9,"22,197","23,745",74.2,"$63,715.00 ","$79,878.00 ",1470 S Court St,Circleville,"1470 S Court St, Circleville, OH 43113, USA","39.5820504,-82.9484753",43113,ChIJBUiGR3V3R4gRT3mZuiYlYco,39129-CIRCLEVILLE-SOUTH
Kroger Pharmacy,43125,328,541,-24.3,"14,017","14,765",78.4,"$82,376.00 ","$94,625.00 ",6011 Groveport Rd,Groveport,"6011 Groveport Rd, Groveport, OH 43125, USA","39.8530975,-82.89909039999999",43125,ChIJ60HjHft9OIgR4z-roplJQGs,39049-GROVEPORT B
Walgreens Pharmacy,43110,550,616,-5.6,"36,804","40,644",,"$76,334.00 ","$103,742.00 ",6266 Gender Rd,Canal Winchester,"6266 Gender Rd, Canal Winchester, OH 43110, USA","39.853384399999996,-82.8276021",43110,ChIJuWCxPw98OIgRqxmiqds1KCE,39049-CANAL WIN B
Meijer Pharmacy,43110,425,568,-14.3,"36,804","40,644",79.5,"$76,334.00 ","$103,742.00 ",8300 Meijer Dr,Canal Winchester,"8300 Meijer Dr, Canal Winchester, OH 43110, USA","39.8491899,-82.7771867",43110,ChIJWel3UC16OIgROwTyyEkdjkM,39045-VIOLET C
Kroger Pharmacy,43130,301,439,-18.3,"55,426","59,999",71.5,"$68,242.00 ","$86,401.00 ",1621 N Memorial Dr,Lancaster,"1621 N Memorial Dr, Lancaster, OH 43130, USA","39.7296616,-82.6169335",43130,ChIJ01I3vGiKR4gRp1oD-z4CbDw,39045-LANCASTER CITY 2-B
Meijer Pharmacy,43130,236,689,-48.2,"55,426","59,999",,"$68,242.00 ","$86,401.00 ",2900 Columbus-Lancaster Rd NW,Lancaster,"2900 Columbus-Lancaster Rd NW, Lancaster, OH 43130, USA","39.7495962,-82.65445799999999",43130,ChIJx7s3bQJ2OIgROqH5s9-lG88,39045-GREENFIELD A
CVS Pharmacy,43113,192,411,-35.7,"22,197","23,745",72.7,"$63,715.00 ","$79,878.00 ",205 E Main St,Circleville,"205 E Main St, Circleville, OH 43113, USA","39.6004365,-82.9423833",43113,ChIJ9UaJBod3R4gRXG5xMSd2pas,39129-CIRCLEVILLE 2-A
Kroger Pharmacy,43130,334,565,-25.6,"55,426","59,999",72.4,"$68,242.00 ","$86,401.00 ",1141 E Main St,Lancaster,"1141 E Main St, Lancaster, OH 43130, USA","39.7161333,-82.5793523",43130,ChIJJUv1NsOKR4gRZs7mAZV0jZc,39045-LANCASTER CITY 4-A
Kroger Pharmacy,43110,550,616,-5.6,"36,804","40,644",76.6,"$76,334.00 ","$103,742.00 ",6095 Gender Rd,Canal Winchester,"6095 Gender Rd, Canal Winchester, OH 43110, USA","39.8557534,-82.8319386",43110,ChIJS6fwMA58OIgRhHX3xPiEnv0,39049-CANAL WIN B
CVS Pharmacy,43130,190,255,-14.3,"55,426","59,999",71.5,"$68,242.00 ","$86,401.00 ",111 S Memorial Dr,Lancaster,"111 S Memorial Dr, Lancaster, OH 43130, USA","39.713114,-82.6067552",43130,ChIJzRsDimqLR4gRYzkOOjM3B9Q,39045-LANCASTER CITY 5-A
Walgreens Pharmacy,43130,301,439,-18.3,"55,426","59,999",71.5,"$68,242.00 ","$86,401.00 ",911 N Memorial Dr,Lancaster,"911 N Memorial Dr, Lancaster, OH 43130, USA","39.724395099999995,-82.60896180000002",43130,ChIJ7ZMTPl6KR4gRfJrjBQQXsj4,39045-LANCASTER CITY 2-B
CVS Pharmacy,43130,245,414,-25.2,"55,426","59,999",77,"$68,242.00 ","$86,401.00 ",1300 River Valley Blvd,Lancaster,"1300 River Valley Blvd, Lancaster, OH 43130, USA","39.7300238,-82.62149989999999",43130,ChIJEdwyQWmKR4gRm4P9y1I4GZo,39045-LANCASTER CITY 1-E
Walmart Pharmacy,43110,550,616,-5.6,"36,804","40,644",,"$76,334.00 ","$103,742.00 ",6674 Winchester Blvd,Canal Winchester,"6674 Winchester Blvd, Canal Winchester, OH 43110, USA","39.8524904,-82.8235612",43110,ChIJV8QdJgl8OIgRUlKMeUUGDW0,39049-CANAL WIN B
Risch,43130,301,439,-18.3,"55,426","59,999",71.5,"$68,242.00 ","$86,401.00 ",533 N Columbus St,Lancaster,"533 N Columbus St, Lancaster, OH 43130, USA","39.7198834,-82.6044481",43130,ChIJswTUBfaKR4gRA0M50yX-nqo,39045-LANCASTER CITY 2-B
Walmart Pharmacy,43130,206,528,-43.2,"55,426","59,999",,"$68,242.00 ","$86,401.00 ",2687 N Memorial Dr,Lancaster,"2687 N Memorial Dr, Lancaster, OH 43130, USA","39.7398807,-82.6423727",43130,ChIJNZfobwSKR4gR6WjfKdKeN9M,39045-LANCASTER CITY 1-D
The Medicine Shoppe,43130,182,289,-22.2,"55,426","59,999",75.7,"$68,242.00 ","$86,401.00 ",900 E Main St,Lancaster,"900 E Main St, Lancaster, OH 43130, USA","39.71315,-82.583381",43130,ChIJ79ezV92KR4gRB41sPOPrMkA,39045-LANCASTER CITY 5-B
Giant Eagle Pharmacy,43130,245,414,-25.2,"55,426","59,999",77,"$68,242.00 ","$86,401.00 ",1394 Ety Shops Wy Nw,Lancaster,"1394 Ety Shops Wy Nw, Lancaster, OH 43130, USA","39.738932899999995,-82.6356821",43130,ChIJRwQOwA-KR4gRXQBjwU5o_eQ,39045-LANCASTER CITY 1-E
Young's Pharmacy,43135,167,645,-58.2,"3,996","4,225",74.4,"$59,469.00 ","$91,077.00 ",15986 OH-56 E,Laurelville,"15986 OH-56 E, Laurelville, OH 43135, USA","39.473994999999995,-82.740403",43135,ChIJSxZWG9GZR4gR0TXs-7RD1-A,39129-SALTCREEK-SOUTH
Kroger Pharmacy,43130,334,565,-25.6,"55,426","59,999",72.4,"$68,242.00 ","$86,401.00 ",401 N Ewing St,Lancaster,"401 N Ewing St, Lancaster, OH 43130, USA","39.717532,-82.57773019999999",43130,ChIJ99mxDsSKR4gRjcQzT0RqNzQ,39045-LANCASTER CITY 4-A
Kroger Pharmacy,43147,709,595,8.6,"43,757","45,578",,"$125,472.00 ","$142,478.00 ",7833 Refugee Rd,Pickerington,"7833 Refugee Rd, Pickerington, OH 43147, USA","39.9058274,-82.7348909",43147,ChIJoeGU_ad6OIgRpIdhtsW_x3Y,39045-PICKERINGTON CITY M
Kroger Pharmacy,43110,401,135,48.7,"36,804","40,644",,"$76,334.00 ","$103,742.00 ",3588 Gender Rd,Canal Winchester,"3588 Gender Rd, Canal Winchester, OH 43110, USA","39.9083221,-82.822558",43110,ChIJ6wHQ5qB8OIgRgjEbKjlMPP8,39049-COLUMBUS 45-G
Walgreens Pharmacy,43147,357,308,7.3,"43,757","45,578",83.1,"$125,472.00 ","$142,478.00 ",1101 Hill Rd N,Pickerington,"1101 Hill Rd N, Pickerington, OH 43147, USA","39.910622499999995,-82.77951279999999",43147,ChIJh1J8dih7OIgRx58BB3wkLH8,39045-PICKERINGTON CITY J
