Business_Name,Address,Geo,Operational_Status,Places_ID
Kroger Pharmacy,"2900 US-22 STE 1, Maineville, OH 45039, USA","39.311127899999995,-84.2748763",OPERATIONAL,ChIJMTZmvG_4QIgRfbyOzuYRKbM
Kroger Pharmacy,"255 N Heincke Rd, Miamisburg, OH 45342, USA","39.6433622,-84.2665597",OPERATIONAL,ChIJk7_2GSmIQIgRB3aeYUyER64
Wellness 1 Pharmacy,"2092 S Alex Rd, Dayton, OH 45449, USA","39.6435029,-84.242627",OPERATIONAL,ChIJGZvr9UWIQIgR-0dH8y-4SCw
Primary Health Solutions Middletown Pharmacy,"1036 Verity Pkwy, Middletown, OH 45044, USA","39.5054783,-84.4091413",OPERATIONAL,ChIJRQl_M9JdQIgRcbYKjWVE5q0
Meijer Pharmacy,"7390 Tylersville Rd, West Chester Township, OH 45069, USA","39.3569806,-84.3769449",OPERATIONAL,ChIJI6mshnRaQIgRnawOx-RpXz8
Kroger Pharmacy,"5400 Cornerstone N Blvd, Dayton, OH 45440, USA","39.662434999999995,-84.1036024",OPERATIONAL,ChIJ03-2fv6PQIgRNbOJRNYgClA
CVS Pharmacy,"9841 Waterstone Blvd, Cincinnati, OH 45249, USA","39.2961291,-84.30480659999999",OPERATIONAL,ChIJ87UbglBWQIgRs03Qg80NuVE
CVS Pharmacy,"7644 Voice of America Centre Dr, West Chester Township, OH 45069, USA","39.3560745,-84.3609413",OPERATIONAL,ChIJH8y_8QZaQIgRGN4CI4ywnB4
Walgreens Pharmacy,"8060 Mason Montgomery Rd, Mason, OH 45040, USA","39.32166,-84.31187109999999",OPERATIONAL,ChIJ_fKJVKdXQIgR9mMqTb5MEI8
Walgreens Pharmacy,"1300 E 2nd St, Franklin, OH 45005, USA","39.5630753,-84.2770142",OPERATIONAL,ChIJ4aV5dtphQIgRN6ATQ-QUVc8
Kroger Pharmacy,"10101 Landing Way, Miamisburg, OH 45342, USA","39.6022412,-84.2302787",OPERATIONAL,ChIJAWFoOoOJQIgRUzQhrQaT4cU
CVS Pharmacy,"7217 Cincinnati Dayton Rd, West Chester Township, OH 45069, USA","39.3697684,-84.3861976",OPERATIONAL,ChIJwxrX02daQIgR9vBFGthwNKs
Kroger Pharmacy,"7300 Yankee Rd, Liberty Township, OH 45044, USA","39.37722660000001,-84.37611520000002",OPERATIONAL,ChIJRS6rS0daQIgRSN-BgxOy_zU
Carlisle Pharmacy,"771 Central Ave, Carlisle, OH 45005, USA","39.584278,-84.32521100000001",OPERATIONAL,ChIJfXGKoG9hQIgRN7iDn2cam9M
Biomed Specialty Pharmacy,"7731 Cox Ln, West Chester Township, OH 45069, USA","39.3549842,-84.3661652",OPERATIONAL,ChIJ2XQmuQhaQIgRe24sJcXdFBQ
CVS Pharmacy,"32 N Ludlow St, Dayton, OH 45402, USA","39.7601844,-84.1932824",OPERATIONAL,ChIJs3FXdFGBQIgRpSVSAcECaOs
Kroger Pharmacy,"12164 Lebanon Rd, Cincinnati, OH 45241, USA","39.296475799999996,-84.3898487",OPERATIONAL,ChIJf7nHzw5RQIgRRpTKFlT06IE
Kroger Pharmacy,"7855 Tylersville Rd, West Chester Township, OH 45069, USA","39.351209499999996,-84.36335919999999",OPERATIONAL,ChIJ6TM9swdaQIgRjAdO0npDFIc
Walmart Pharmacy,"1275 E 2nd St, Franklin, OH 45005, USA","39.5662692,-84.2777557",OPERATIONAL,ChIJx-848NlhQIgRFhxYmwRVBmk
Walgreens Pharmacy,"1086 Reading Rd, Mason, OH 45040, USA","39.3375895,-84.34173810000001",OPERATIONAL,ChIJ__9vPUVXQIgRxwljtZMrXgI
Kroger Pharmacy,"5210 OH-741, Mason, OH 45040, USA","39.360726799999995,-84.27888569999999",OPERATIONAL,ChIJ45_o67ujSIgRamUaRFIutmc
Walgreens Pharmacy,"6330 Cincinnati Dayton Rd, Liberty Township, OH 45044, USA","39.3908292,-84.3703689",OPERATIONAL,ChIJmWPiozRaQIgR4Jl1jfvD31s
Community First Pharmacy,"300 Forest Ave, Dayton, OH 45405, USA","39.769221699999996,-84.2006837",OPERATIONAL,ChIJq6ouDkSBQIgRboVh8WznevE
Walgreens Pharmacy,"1200 Brown St, Dayton, OH 45409, USA","39.7412545,-84.18187789999999",OPERATIONAL,ChIJOyOQ8hyEQIgRV66xbX3ofD0
Dayton Children's South Campus,"3333 W Tech Rd, Miamisburg, OH 45342, USA","39.589568199999995,-84.2388418",OPERATIONAL,ChIJS41fr8GDQIgRDJ4YreUVyiA
Clark's Rx Home Office,"7333 Paragon Rd #160, Dayton, OH 45459, USA","39.638806699999996,-84.1684441",OPERATIONAL,ChIJD6L5LCuPQIgRmIzjokqPeX0
Meijer Pharmacy,"3822 Colonel Glenn Hwy, Fairborn, OH 45324, USA","39.7772041,-84.07272309999999",OPERATIONAL,ChIJDX1qFu-cQIgRv1mRYanB9QI
Kroger Pharmacy,"6480 Wilmington Pike, Centerville, OH 45459, USA","39.640003,-84.10808039999999",OPERATIONAL,ChIJ957or9uPQIgRIP77cYK9LXQ
Meijer Pharmacy,"4075 Wilmington Pike, Kettering, OH 45440, USA","39.685838,-84.131666",OPERATIONAL,ChIJiRy1HW2FQIgRZa7kOgqHBUg
Walgreens Pharmacy,"1542 Wayne Ave, Dayton, OH 45410, USA","39.7469177,-84.17070149999999",OPERATIONAL,ChIJPb2fuw6EQIgRXbEmvBcjtsA
Kroger Pharmacy,"4506 Brandt Pike, Dayton, OH 45424, USA","39.8172885,-84.1253651",OPERATIONAL,ChIJ06I0gpaCQIgRcGDAtGBaiTI
Walgreens Pharmacy,"2600 S Smithville Rd, Dayton, OH 45420, USA","39.7294872,-84.1405454",OPERATIONAL,ChIJwVI15_SEQIgRSjJo3oOXfY4
Walgreens Pharmacy,"6485 Wilmington Pike, Dayton, OH 45459, USA","39.6390914,-84.11062539999999",OPERATIONAL,ChIJNRJz3tqPQIgReE3y2BPVmbw
Kroger Pharmacy,"1161 E Dayton Yellow Springs Rd, Fairborn, OH 45324, USA","39.7863019,-83.9951531",OPERATIONAL,ChIJs-IXG2CeQIgRwmpqeg2JWRI
Kroger Pharmacy,"1700 W Park Square, Xenia, OH 45385, USA","39.6896017,-83.9582494",OPERATIONAL,ChIJRQ1uPUWYQIgRb4PsKfrLm5I
Kroger Pharmacy,"3165 Dayton Xenia Rd, Beavercreek, OH 45434, USA","39.7251215,-84.0541284",OPERATIONAL,ChIJd2ar6KGbQIgREMoLdyUNL7M
Walgreens Pharmacy,"4497 Far Hills Ave, Kettering, OH 45429, USA","39.682036599999996,-84.1676813",OPERATIONAL,ChIJyz_mmO2FQIgRREt96XLWs7Y
Walgreens Pharmacy,"2269 N Fairfield Rd, Beavercreek, OH 45431, USA","39.755918,-84.0544572",OPERATIONAL,ChIJl7WXl3ycQIgRimn65Vd2l8Q
Kroger Pharmacy,"601 Woodman Dr, Dayton, OH 45431, USA","39.757999399999996,-84.12212629999999",OPERATIONAL,ChIJU89VUreDQIgRM16Gb6WOA9Q
Walgreens Pharmacy,"5000 Brandt Pike, Huber Heights, OH 45424, USA","39.8258848,-84.1216949",OPERATIONAL,ChIJ_RP4baKCQIgRO43SElC43A4
Kroger Pharmacy,"3520 W Siebenthaler Ave, Dayton, OH 45406, USA","39.7968544,-84.245865",OPERATIONAL,ChIJIakYXl-AQIgROOW0XLCic5c
Kroger Pharmacy,"1095 S Main St, Centerville, OH 45458, USA","39.6070267,-84.1635313",OPERATIONAL,ChIJHWsQD-aOQIgRLlz0uXpT_ic
CVS Pharmacy,"4996 Brandt Pike, Huber Heights, OH 45424, USA","39.8249197,-84.12185559999999",OPERATIONAL,ChIJY1UNfaKCQIgRadwo6IH-kGo
Walgreens Pharmacy,"1240 Columbus Ave, Washington Court House, OH 43160, USA","39.5471171,-83.4274569",OPERATIONAL,ChIJz9lhmaxIR4gRaRBxS1Zo7z0
Walgreens Pharmacy,"183 E Dayton Yellow Springs Rd, Fairborn, OH 45324, USA","39.7897927,-84.0202199",OPERATIONAL,ChIJP2LPRdSdQIgRgqhx-aFAJB0
Wellness 1 Pharmacy,"2420 Smithville Rd, Kettering, OH 45420, USA","39.71272940000001,-84.142437",OPERATIONAL,ChIJRSL8KIuEQIgR0uA4SYr_6kk
CVS Pharmacy,"400 Miamisburg Centerville Rd, Centerville, OH 45459, USA","39.627398299999996,-84.1707708",OPERATIONAL,ChIJp2mu29iOQIgRm6iYhBwchmg
Kettering Health Main Campus Pharmacy,"3535 Southern Blvd, Dayton, OH 45429, USA","39.6967879,-84.1919648",OPERATIONAL,ChIJDxIc3nOGQIgRAFx292svYQo
CVS Pharmacy,"5981 Far Hills Ave, Dayton, OH 45429, USA","39.659388,-84.15857559999999",OPERATIONAL,ChIJPZQ3Wm-PQIgRWXEOk96n8YU
Walmart Pharmacy,"6244 Wilmington Pike, Dayton, OH 45459, USA","39.6477544,-84.1073911",OPERATIONAL,ChIJ60BNl-ePQIgR_mPfQ87qmgs
Walmart Pharmacy,"70 Hospitality Dr, Xenia, OH 45385, USA","39.689638200000005,-83.9689607",OPERATIONAL,ChIJEY5weE6YQIgRwK-xxfa9Y18
Walmart Pharmacy,"8800 Kingsridge Dr, Dayton, OH 45458, USA","39.630896799999995,-84.2127283",OPERATIONAL,ChIJI-ISOOCIQIgRo03iPAJMW8Q
Walgreens Pharmacy,"537 W Main St, Xenia, OH 45385, USA","39.6836244,-83.938785",OPERATIONAL,ChIJr2guwnOYQIgRvHc-fQH4NNA
CVS Pharmacy,"200 E Dayton Yellow Springs Rd, Fairborn, OH 45324, USA","39.788730799999996,-84.020431",OPERATIONAL,ChIJM1_T9dSdQIgRPNNIf-Wyr28
CVS Pharmacy,"1300 Wilmington Ave, Dayton, OH 45420, USA","39.7234092,-84.1509119",OPERATIONAL,ChIJ9SnRU1qEQIgRvkZHeIsfkJs
CVS Pharmacy,"2801 Far Hills Ave, Kettering, OH 45419, USA","39.705402899999996,-84.1710305",OPERATIONAL,ChIJB2CywM6FQIgR4KGV-RGVEGI
Home Town Pharmacy,"3899 Indian Ripple Rd suite a, Beavercreek, OH 45440, USA","39.6944393,-84.08042569999999",OPERATIONAL,ChIJc2Wmj8KaQIgRTfpAx6ZTvnQ
Walmart Pharmacy,"3360 Pentagon Blvd, Beavercreek, OH 45431, USA","39.772408999999996,-84.05473560000001",OPERATIONAL,ChIJ73B4T-ycQIgRJFtZBsjJT6c
Kroger Pharmacy,"548 Clinton Ave, Washington Court House, OH 43160, USA","39.5340552,-83.4459499",OPERATIONAL,ChIJe7Hn48BIR4gRUhrAyUhSO3U
Walmart Pharmacy,"1397 Leesburg Ave, Washington Court House, OH 43160, USA","39.5225149,-83.45618549999999",OPERATIONAL,ChIJtzQPS-RIR4gRsx8c4xbLU9I
CVS Pharmacy,"1795 Columbus Ave, Washington Court House, OH 43160, USA","39.5501858,-83.4226206",OPERATIONAL,ChIJEQGLblVPR4gRNk_Awwydkpg
Fayette Pharmacy,"1500 Columbus Ave, Washington Court House, OH 43160, USA","39.5484693,-83.42604419999999",OPERATIONAL,ChIJxZz2SqxIR4gRCbLXAQzk9Gw
Barr's Pharmacy of Sabina (Town Drug),"12459 US-22, Sabina, OH 45169, USA","39.4921682,-83.6193102",OPERATIONAL,ChIJD6ZAv261QIgRDuCza1Z6GYM
Circleville Apothecary,"1200 N Court St, Circleville, OH 43113, USA","39.620976399999996,-82.94006689999999",OPERATIONAL,ChIJQ3sslDd4R4gRrjyU-lNgph0
Sterling Pharmacy,"283 Yankeetown St, Mt Sterling, OH 43143, USA","39.713991,-83.2679675",OPERATIONAL,ChIJdyxN8w1eR4gR8z9IspHrtLs
Ashville Apothecary,"3400 OH-752, Ashville, OH 43103, USA","39.723909,-82.954608",OPERATIONAL,ChIJyz_KqON-R4gRaQtjOZDmDgY
IHS Pharmacy-Jamestown,"4940 Cottonville Rd, Jamestown, OH 45335, USA","39.6545303,-83.7509692",OPERATIONAL,ChIJYa9JcOSvQIgR6r-l2c3bqD0
COVID-19 Drive-Thru Testing at Walgreens,"1240 Columbus Ave, Washington Court House, OH 43160, USA","39.5470283,-83.4274124",OPERATIONAL,ChIJ5bnhhrRJR4gRgCQW9vLDJQk
Kroger Pharmacy,"175 Lancaster Pike, Circleville, OH 43113, USA","39.5979175,-82.9312989",OPERATIONAL,ChIJd5AysYt3R4gR8xKCBi_mMWc
Walgreens Pharmacy,"859 E Main St, Lancaster, OH 43130, USA","39.7139081,-82.58399399999999",OPERATIONAL,ChIJV22TBuiKR4gRUXqj7AzHddo
Schieber Family Pharmacy,"212 Lancaster Pike, Circleville, OH 43113, USA","39.600038999999995,-82.93048639999999",OPERATIONAL,ChIJmdQuq4t3R4gRPhwhdmoGKt0
Walmart Pharmacy,"1470 S Court St, Circleville, OH 43113, USA","39.5820504,-82.9484753",OPERATIONAL,ChIJBUiGR3V3R4gRT3mZuiYlYco
Kroger Pharmacy,"6011 Groveport Rd, Groveport, OH 43125, USA","39.8530975,-82.89909039999999",OPERATIONAL,ChIJ60HjHft9OIgR4z-roplJQGs
Walgreens Pharmacy,"6266 Gender Rd, Canal Winchester, OH 43110, USA","39.853384399999996,-82.8276021",OPERATIONAL,ChIJuWCxPw98OIgRqxmiqds1KCE
Meijer Pharmacy,"8300 Meijer Dr, Canal Winchester, OH 43110, USA","39.8491899,-82.7771867",OPERATIONAL,ChIJWel3UC16OIgROwTyyEkdjkM
Kroger Pharmacy,"1621 N Memorial Dr, Lancaster, OH 43130, USA","39.7296616,-82.6169335",OPERATIONAL,ChIJ01I3vGiKR4gRp1oD-z4CbDw
Meijer Pharmacy,"2900 Columbus-Lancaster Rd NW, Lancaster, OH 43130, USA","39.7495962,-82.65445799999999",OPERATIONAL,ChIJx7s3bQJ2OIgROqH5s9-lG88
CVS Pharmacy,"205 E Main St, Circleville, OH 43113, USA","39.6004365,-82.9423833",OPERATIONAL,ChIJ9UaJBod3R4gRXG5xMSd2pas
Kroger Pharmacy,"1141 E Main St, Lancaster, OH 43130, USA","39.7161333,-82.5793523",OPERATIONAL,ChIJJUv1NsOKR4gRZs7mAZV0jZc
Kroger Pharmacy,"6095 Gender Rd, Canal Winchester, OH 43110, USA","39.8557534,-82.8319386",OPERATIONAL,ChIJS6fwMA58OIgRhHX3xPiEnv0
CVS Pharmacy,"111 S Memorial Dr, Lancaster, OH 43130, USA","39.713114,-82.6067552",OPERATIONAL,ChIJzRsDimqLR4gRYzkOOjM3B9Q
Walgreens Pharmacy,"911 N Memorial Dr, Lancaster, OH 43130, USA","39.724395099999995,-82.60896180000002",OPERATIONAL,ChIJ7ZMTPl6KR4gRfJrjBQQXsj4
CVS Pharmacy,"1300 River Valley Blvd, Lancaster, OH 43130, USA","39.7300238,-82.62149989999999",OPERATIONAL,ChIJEdwyQWmKR4gRm4P9y1I4GZo
Walmart Pharmacy,"6674 Winchester Blvd, Canal Winchester, OH 43110, USA","39.8524904,-82.8235612",OPERATIONAL,ChIJV8QdJgl8OIgRUlKMeUUGDW0
Risch,"533 N Columbus St, Lancaster, OH 43130, USA","39.7198834,-82.6044481",OPERATIONAL,ChIJswTUBfaKR4gRA0M50yX-nqo
Walmart Pharmacy,"2687 N Memorial Dr, Lancaster, OH 43130, USA","39.7398807,-82.6423727",OPERATIONAL,ChIJNZfobwSKR4gR6WjfKdKeN9M
The Medicine Shoppe,"900 E Main St, Lancaster, OH 43130, USA","39.71315,-82.583381",OPERATIONAL,ChIJ79ezV92KR4gRB41sPOPrMkA
Giant Eagle Pharmacy,"1394 Ety Shops Wy Nw, Lancaster, OH 43130, USA","39.738932899999995,-82.6356821",OPERATIONAL,ChIJRwQOwA-KR4gRXQBjwU5o_eQ
Young's Pharmacy,"15986 OH-56 E, Laurelville, OH 43135, USA","39.473994999999995,-82.740403",OPERATIONAL,ChIJSxZWG9GZR4gR0TXs-7RD1-A
Kroger Pharmacy,"401 N Ewing St, Lancaster, OH 43130, USA","39.717532,-82.57773019999999",OPERATIONAL,ChIJ99mxDsSKR4gRjcQzT0RqNzQ
Kroger Pharmacy,"7833 Refugee Rd, Pickerington, OH 43147, USA","39.9058274,-82.7348909",OPERATIONAL,ChIJoeGU_ad6OIgRpIdhtsW_x3Y
Kroger Pharmacy,"3588 Gender Rd, Canal Winchester, OH 43110, USA","39.9083221,-82.822558",OPERATIONAL,ChIJ6wHQ5qB8OIgRgjEbKjlMPP8
Walgreens Pharmacy,"1101 Hill Rd N, Pickerington, OH 43147, USA","39.910622499999995,-82.77951279999999",OPERATIONAL,ChIJh1J8dih7OIgRx58BB3wkLH8
Genoa Healthcare,"1550 Sheridan Dr Suite 202, Room P, Lancaster, OH 43130, USA","39.7390872,-82.5677797",OPERATIONAL,ChIJkcMPhEmLR4gRYEcbRB6jbMw
Cvs pharmacy,"W Broadway St, New Lexington, OH 43764, USA","39.7204054,-82.21650559999999",OPERATIONAL,ChIJsaIKkpEBOIgRNM-dKo5ymFc
Genesis Perry County Medical Center,"301 Dr Mike Clouse Dr Suite 2, Somerset, OH 43783, USA","39.79861,-82.2972346",OPERATIONAL,ChIJzb8isVEBOIgRkCTVDAcgeno
Kroger Pharmacy,"31550 Chieftain Dr, Logan, OH 43138, USA","39.5462603,-82.4342178",OPERATIONAL,ChIJh3ZEeUnuR4gRRQLHo2oDjfM
Walmart Pharmacy,"12910 OH-664, Logan, OH 43138, USA","39.5382714,-82.4372219",OPERATIONAL,ChIJNw0EP07uR4gRExsQ-si5d0E
CVS Pharmacy,"1390 W Hunter St, Logan, OH 43138, USA","39.5441682,-82.42817280000001",OPERATIONAL,ChIJQ0f7i7PvR4gRPCIvGKbRyHI
Shrivers Pharmacy,"21 Hocking Mall, Logan, OH 43138, USA","39.544514299999996,-82.429417",OPERATIONAL,ChIJf-srfrPvR4gRnTP9eZwTZvc
Kroger Pharmacy,"610 Carroll St, New Lexington, OH 43764, USA","39.721522799999995,-82.2031519",OPERATIONAL,ChIJZX4JZ_3_N4gRiQXbBjgQWS4
Hopewell Health Centers-Primary Care,"30381 Chieftain Dr, Logan, OH 43138, USA","39.5544357,-82.4550399",OPERATIONAL,ChIJlSGlkbPvR4gRiPlhnftnLBo
Genesis Somerset Pharmacy,"110 W Main St, Somerset, OH 43783, USA","39.806885099999995,-82.3002036",OPERATIONAL,ChIJv4EWPFUBOIgR7ZctB39Kqbs
Genesis Roseville Pharmacy,"157 S Main St, Roseville, OH 43777, USA","39.800751999999996,-82.073707",OPERATIONAL,ChIJ5ybBLWX7N4gRyuRlSqiYPn0
CVS Pharmacy,"251 E Broadway St, New Lexington, OH 43764, USA","39.720309799999995,-82.2058144",OPERATIONAL,ChIJx47sZP3_N4gROV1kCGCFSUA
The Medicine Shoppe,"114 N Main St, Baltimore, OH 43105, USA","39.8459362,-82.60117749999999",OPERATIONAL,ChIJmbvS83RzOIgRN5SNAmj1JfQ
Embrace Healthcare,"3675 Dolson Ct NW, Carroll, OH 43112, USA","39.7613367,-82.6693895",OPERATIONAL,ChIJuZiJ5xd2OIgRH0kpmeaysTM
Kroger Pharmacy,"1045 Hill Rd N, Pickerington, OH 43147, USA","39.906774899999995,-82.77941729999999",OPERATIONAL,ChIJFcqhQCh7OIgRQ5qCAJHu3oA
Freedom Pharmacy,"641 Hill Rd N Ste. C, Pickerington, OH 43147, USA","39.8981417,-82.7663299",OPERATIONAL,ChIJaY-ydDd7OIgR6zyQz_uS4JM
CVS Pharmacy,"3506 Gender Rd, Canal Winchester, OH 43110, USA","39.9101955,-82.8234573",OPERATIONAL,ChIJIabVA6d8OIgR5CbASSmxC0Q
Thornville Pharmacy,"2 S Main St, Thornville, OH 43076, USA","39.8964602,-82.4207939",OPERATIONAL,ChIJh13FH9gPOIgR1nKfyr3RU0s
Giant Eagle Pharmacy,"3841 S Hamilton Rd, Groveport, OH 43125, USA","39.895988599999995,-82.88458659999999",OPERATIONAL,ChIJc-oNXA19OIgRG__MGWZsqRY
Shrivers Pharmacy / Crooksville Do It Best Hardware,"120 S Buckeye St, Crooksville, OH 43731, USA","39.76837,-82.0993369",OPERATIONAL,ChIJe7bnDET8N4gRZISnR76H_Ds
Millersport Pharmacy,"12075 Lancaster St, Millersport, OH 43046, USA","39.899653099999995,-82.535069",OPERATIONAL,ChIJfcyaq1QNOIgRg5joR5eYfX4
Swingle Debra,"157 S Main St, Roseville, OH 43777, USA","39.800751999999996,-82.073707",OPERATIONAL,ChIJ5ybBLWX7N4gRXmNN1A0F11M
CVS Pharmacy,"1100 Hill Rd N, Pickerington, OH 43147, USA","39.9106921,-82.7781106",OPERATIONAL,ChIJAUBiASh7OIgRbidIy6pflPw
White's Pharmacy,"4057 E Livingston Ave, Columbus, OH 43227, USA","39.9449532,-82.8880561",OPERATIONAL,ChIJJZ4WAb9iOIgRqbNE-NkiH_c
Giant Eagle Pharmacy,"873 Refugee Rd, Pickerington, OH 43147, USA","39.9083827,-82.7756677",OPERATIONAL,ChIJM7YPQdh6OIgRzZLY9m09nDg
Walmart Pharmacy,"2793 Taylor Rd Ext, Reynoldsburg, OH 43068, USA","39.9388692,-82.7851428",OPERATIONAL,ChIJ69cJYttkOIgR6ZVpeBEsfLE
Meijer Pharmacy,"8000 E Broad St, Reynoldsburg, OH 43068, USA","39.987845,-82.78904",OPERATIONAL,ChIJHcBq_ExjOIgR4u1fp-wOZjg
Walgreens Pharmacy,"7900 E Broad St, Blacklick, OH 43004, USA","39.9859351,-82.7919012",OPERATIONAL,ChIJffZUHTlkOIgR9mpsIc870C8
Walgreens Pharmacy,"4617 E Main St, Whitehall, OH 43213, USA","39.9549338,-82.8755721",OPERATIONAL,ChIJgdG9nO9iOIgR0YlBBWghcjw
Northside MVHC Pharmacy,"716 Adair Ave, Zanesville, OH 43701, USA","39.9529814,-82.0126984",OPERATIONAL,ChIJ9eXHHoztN4gR1J1FJXnVQ7U
Shrivers Pharmacy,"105 N Kennebec Ave, McConnelsville, OH 43756, USA","39.6499321,-81.852915",OPERATIONAL,ChIJBxwR0M0hSIgRuuIw0lNKEnk
Gilmour Mandy L,"105 N Kennebec Ave, McConnelsville, OH 43756, USA","39.6499321,-81.852915",OPERATIONAL,ChIJBxwR0M0hSIgRkz8RzLygrDM
Strawberry fields,"243 Rummer Rd, Marietta, OH 45750, USA","39.441393,-81.5288968",OPERATIONAL,ChIJFX9pGAAzSIgR5pLLWBb4E-c
Walmart Pharmacy,"2850 Maysville Pike, Zanesville, OH 43701, USA","39.8918772,-82.0412207",OPERATIONAL,ChIJgdfzzGvxN4gRHsuFzrDMmGI
Gillespies Drugs,"44523 Marietta Rd, Caldwell, OH 43724, USA","39.7432087,-81.5191179",OPERATIONAL,ChIJJZu0Jq3UN4gR1orp0SyBeEE
Davis Drug,"109 West St, Caldwell, OH 43724, USA","39.7441059,-81.51641409999999",OPERATIONAL,ChIJGUhfJqvUN4gRj37oyWmzeZM
Northside Maysville Pharmacy,"15 N Maysville Ave, Zanesville, OH 43701, USA","39.904206599999995,-82.02007549999999",OPERATIONAL,ChIJRUh8NMjvN4gR4wm9U7VxgcE
I.s.r.c.,"554 Moxahala Ave, Zanesville, OH 43701, USA","39.9302354,-82.0052671",OPERATIONAL,ChIJq6p-nV3uN4gR-fa2NjPe9-s
CVS Pharmacy,"103 N Maysville Ave, Zanesville, OH 43701, USA","39.9064088,-82.01932479999999",OPERATIONAL,ChIJN79T_8nvN4gRt0zgOIRXSYw
North Side Pharmacy,"Maysville Ave, Zanesville, OH 43701, USA","39.9172034,-82.01199129999999",OPERATIONAL,ChIJSynGbQDvN4gRMy6wISwLjPA
Genesis Medical Arts Building II,"751 Forest Ave, Zanesville, OH 43701, USA","39.955728,-82.0132095",OPERATIONAL,ChIJD1VmM9ntN4gRU4On6Qj4USQ
Shrivers Pharmacy,"406 Brighton Blvd, Zanesville, OH 43701, USA","39.9341009,-82.02197679999999",OPERATIONAL,ChIJU5xHrBXuN4gRq5FsObT_dtE
Braden Med Services Inc,"44519 Marietta Rd, Caldwell, OH 43724, USA","39.7430545,-81.51933869999999",OPERATIONAL,ChIJJZu0Jq3UN4gRyht6lL8Na7E
TRC Farms,"23100 Pat Saling Lane, Caldwell, OH 43724, USA","39.7210859,-81.4094123",OPERATIONAL,ChIJP_j-vGspNogRQkVjYPpSjEU
COVID-19 Drive-Thru Testing at Walgreens,"2211 Pike St, Parkersburg, WV 26101, USA","39.2335365,-81.5413544",OPERATIONAL,ChIJcWSIUm5NSIgR3arfk9Tz1_A
COVID-19 Drive-thru Testing at Walgreens,"3400 Dudley Ave, Parkersburg, WV 26104, USA","39.2866095,-81.53367659999999",OPERATIONAL,ChIJAQDAmD5LSIgRo8XpY-dodaE
New Martinsville Pharmacy,"193 WV-2, New Martinsville, WV 26155, USA","39.6701336,-80.85678270000001",OPERATIONAL,ChIJjwjfNZ0BNogRaH2qBQ51eyY
Bellwood Drugs,"135 S Main St, Woodsfield, OH 43793, USA","39.7618918,-81.1164142",OPERATIONAL,ChIJ312N-gAZNogRhjgxgK1hdbg
Walmart Pharmacy,"1142 S Bridge St, New Martinsville, WV 26155, USA","39.65666720000001,-80.8595734",OPERATIONAL,ChIJ3eibaawBNogR9vBrR9AHZ4w
Wetzel County Hospital: Emergency Room,"3 E Benjamin Dr, New Martinsville, WV 26155, USA","39.6810712,-80.8501977",OPERATIONAL,ChIJjc56veAANogRJ3MmpJrgkNY
Moundsville Pharmacy,"118 Lafayette Ave, Moundsville, WV 26041, USA","39.9294043,-80.7511425",OPERATIONAL,ChIJcSD1-JrgNYgRHYi7uQWM6B4
Kroger Pharmacy,"1212 Lafayette Ave, Moundsville, WV 26041, USA","39.9101486,-80.7486706",OPERATIONAL,ChIJE2D8FengNYgR1DTaG25NXgE
Walmart Pharmacy,"10 Walmart Dr, Moundsville, WV 26041, USA","39.926963,-80.7482225",OPERATIONAL,ChIJwakXEoPgNYgRpGeBSkqGok4
Walgreens Pharmacy,"120 Jefferson Ave, Moundsville, WV 26041, USA","39.924122499999996,-80.74209549999999",OPERATIONAL,ChIJDR4G3cDhNYgROm-_3OJZAYk
CVS Pharmacy,"1114 Lafayette Ave, Moundsville, WV 26041, USA","39.9137725,-80.7466883",OPERATIONAL,ChIJy1yC1uvgNYgR2SN5fRVR9KY
Family Health Pharmacy,"5735 Meeker Rd, Greenville, OH 45331, USA","40.0844034,-84.6254874",OPERATIONAL,ChIJYR4Y1L_sP4gR8ZGuPf2F_S4
Walmart Pharmacy,"100A E Washington Jackson Rd, Eaton, OH 45320, USA","39.767904099999996,-84.6340238",OPERATIONAL,ChIJ64taRZoMQIgR0fHZO8QUU-Y
Kettering Health Pharmacy,"450B Washington Jackson Rd, Eaton, OH 45320, USA","39.7668763,-84.64645159999999",OPERATIONAL,ChIJufmCv4cMQIgRlilpEC5En0w
Walgreens Pharmacy,"1000 E Main St, Greenville, OH 45331, USA","40.1100948,-84.6230346",OPERATIONAL,ChIJV5J_YFzrP4gRivfXGrQTZG4
Kroger Pharmacy,"200 Lease Ave, Greenville, OH 45331, USA","40.1268647,-84.62263229999999",OPERATIONAL,ChIJE8qWtj7rP4gRpoEBlER6Wzg
Walgreens Pharmacy,"1213 N Barron St, Eaton, OH 45320, USA","39.758216399999995,-84.63696019999999",OPERATIONAL,ChIJmwgMepIMQIgRcL87vyJo0C8
Medicine & More,"100 Fort Jefferson Ave, Greenville, OH 45331, USA","40.093624299999995,-84.6362359",OPERATIONAL,ChIJH_0DpZrsP4gRkj48JThLr6w
CVS Pharmacy,"1009 E Main St, Greenville, OH 45331, USA","40.1092805,-84.622035",OPERATIONAL,ChIJPZi0dlzrP4gRMI4EbbcWnFY
Walmart Pharmacy,"1501 Wagner Ave, Greenville, OH 45331, USA","40.1264353,-84.61777359999999",OPERATIONAL,ChIJKRqSpjnrP4gRQ51ZrF8XAmc
